symbol,time,open_time,score,grade,tf,change_24h,entry,mfe12,mae12,ret12,atr_exp,bar_chg_pct,breakout_pct,ema_aligned,fractal_break,is_late,rsi_raw,rsi_zone,sar_trend,taker_buy,vol_ratio,vs_btc_pct
ADAUSDT,2026-09-01 13:35,1788258900000,63.67,watch,5m,1.575,0.1999,0.05,-0.25,-0.05,0.0,0.2508,0.0,0,0.6076,0,71.624,1.0,0.2424,0.0,0.0,0.0
ADAUSDT,2026-09-02 06:20,1788319200000,58.84,watch,15m,-0.899,0.1985,-0.705,-0.957,-0.806,0.0,0.1514,0.0,0,0.4319,0,62.56,0.7874,0.4728,0.0,0.0,0.0
ADAUSDT,2026-09-02 16:40,1788356400000,62.96,watch,5m,-0.706,0.1968,-0.102,-0.508,-0.102,0.0,1.391,0.0,0,0.5133,0,69.209,0.9774,0.315,0.0,0.0,0.0
ADAUSDT,2026-09-03 00:35,1788384900000,58.16,watch,1h,1.739,0.1989,-0.251,-0.503,-0.302,0.0,0.3026,0.0,0,0.4055,0,57.31,0.6374,0.6435,0.0,0.0,0.0
ADAUSDT,2026-09-03 02:05,1788390300000,66.41,watch,1h,2.043,0.1998,1.502,0.901,0.951,0.0,0.402,0.0,0,0.6336,0,59.406,0.6973,0.6479,0.0,0.0,0.0
ADAUSDT,2026-09-03 02:35,1788392100000,67.74,watch,1h,1.628,0.1998,0.701,0.2,0.651,0.0,0.402,0.0,0,0.6336,0,60.567,0.7305,0.6479,0.0,0.0,0.0
ADAUSDT,2026-09-03 03:05,1788393900000,87.32,strong,1h,2.386,0.2017,0.397,-0.892,0.248,0.0,0.2485,0.0,0,1.0,0,66.021,0.8863,0.7678,0.0,0.0,0.0
ADAUSDT,2026-09-03 03:35,1788395700000,81.88,strong,1h,2.237,0.2011,2.636,2.089,2.238,0.0,-0.0497,0.0,0,0.963,0,63.823,0.8235,0.7104,0.0,0.0,0.0
ADAUSDT,2026-09-03 04:05,1788397500000,85.74,strong,1h,3.111,0.2022,1.632,0.841,1.236,0.0,0.8479,0.0,0,1.0,0,65.858,0.8817,0.7279,0.0,0.0,0.0
ADAUSDT,2026-09-03 04:35,1788399300000,100.0,strong,1h,5.653,0.2056,0.632,0.34,0.389,0.0,2.5436,0.0,0,1.0,0,74.524,1.0,1.0,0.0,0.0,0.0
ADAUSDT,2026-09-03 05:05,1788401100000,93.4,strong,1h,4.921,0.2047,0.782,0.537,0.586,0.0,-0.0488,0.0,0,1.0,0,72.77,1.0,0.8113,0.0,0.0,0.0
ADAUSDT,2026-09-03 05:35,1788402900000,60.31,watch,15m,4.612,0.2064,-0.678,-0.872,-0.824,0.0,0.2915,0.0,0,0.0,0,70.983,1.0,0.5804,0.0,0.0,0.0
ADAUSDT,2026-09-03 06:05,1788404700000,67.66,watch,1h,4.253,0.2059,-0.049,-0.437,-0.243,0.0,-0.5314,0.0,0,0.0,0,71.451,1.0,0.7902,0.0,0.0,0.0
ADAUSDT,2026-09-03 06:35,1788406500000,59.36,watch,1h,3.332,0.2047,0.0,-0.098,-0.098,0.0,-1.1111,0.0,0,0.0,0,66.185,0.891,0.6776,0.0,0.0,0.0
ADAUSDT,2026-09-03 07:05,1788408300000,59.3,watch,1h,4.529,0.2054,0.974,0.584,0.584,0.0,0.244,0.0,0,0.0,0,67.713,0.9347,0.6262,0.0,0.0,0.0
ADAUSDT,2026-09-03 07:45,1788410700000,61.09,watch,1h,4.15,0.2058,0.194,-0.097,0.194,0.0,0.4392,0.0,0,0.0,0,68.125,0.9464,0.6639,0.0,0.0,0.0
ADAUSDT,2026-09-03 08:50,1788414600000,61.14,watch,1h,3.922,0.2067,-0.629,-0.871,-0.726,0.0,-0.3375,0.0,0,0.0,0,68.733,0.9638,0.6455,0.0,0.0,0.0
ADAUSDT,2026-09-03 11:35,1788424500000,59.36,watch,1h,6.499,0.2081,-0.096,-0.625,-0.577,0.0,1.4133,0.0,0,0.1204,0,67.839,0.9383,0.5378,0.0,0.0,0.0
ADAUSDT,2026-09-03 16:35,1788442500000,68.87,watch,15m,8.449,0.2105,1.663,1.33,1.33,0.0,0.4294,0.0,0,0.6253,0,69.262,0.9789,0.4022,0.0,0.0,0.0
