symbol,time,open_time,score,grade,tf,change_24h,entry,mfe12,mae12,ret12,atr_exp,bar_chg_pct,breakout_pct,ema_aligned,fractal_break,is_late,rsi_raw,rsi_zone,sar_trend,taker_buy,vol_ratio,vs_btc_pct
AVAXUSDT,2026-09-03 20:45,1788457500000,89.19,late,1h,5.038,7.526,0.013,-0.239,-0.053,0.0,0.1064,0.0,0,1.0,1,79.438,1.0,0.6912,0.0,0.0,0.0
AVAXUSDT,2026-09-03 21:15,1788459300000,61.9,watch,1h,4.854,7.518,0.266,-0.04,0.266,0.0,0.1465,0.0,0,0.0,1,77.517,1.0,0.6257,0.0,0.0,0.0
AVAXUSDT,2026-09-03 21:45,1788461100000,62.26,late,1h,4.836,7.522,0.08,-0.199,-0.16,0.0,0.1998,0.0,0,0.0,1,78.483,1.0,0.636,0.0,0.0,0.0
AVAXUSDT,2026-09-03 22:15,1788462900000,62.23,late,1h,5.191,7.538,0.0,-0.212,-0.093,0.0,0.0664,0.0,0,0.0,1,79.357,1.0,0.6351,0.0,0.0,0.0
AVAXUSDT,2026-09-03 22:45,1788464700000,59.7,watch,1h,5.02,7.51,0.346,0.093,0.32,0.0,-0.3053,0.0,0,0.0,0,73.803,1.0,0.5629,0.0,0.0,0.0
AVAXUSDT,2026-09-03 23:15,1788466500000,59.62,watch,1h,5.035,7.531,0.186,0.066,0.08,0.0,-0.0929,0.0,0,0.0,1,77.306,1.0,0.5605,0.0,0.0,0.0
AVAXUSDT,2026-09-03 23:45,1788468300000,59.89,watch,1h,4.96,7.534,0.119,-0.066,0.08,0.0,-0.0531,0.0,0,0.0,1,77.471,1.0,0.5682,0.0,0.0,0.0
AVAXUSDT,2026-09-04 00:15,1788470100000,58.34,watch,1h,5.031,7.537,0.066,-0.119,-0.04,0.0,0.1196,0.0,0,0.0,1,76.797,1.0,0.5239,0.0,0.0,0.0
AVAXUSDT,2026-09-04 00:45,1788471900000,58.61,watch,1h,5.014,7.54,-0.345,-0.597,-0.531,0.0,0.1594,0.0,0,0.0,1,76.369,1.0,0.5317,0.0,0.0,0.0
AVAXUSDT,2026-09-05 10:20,1788592800000,60.26,watch,1h,-0.267,7.469,0.201,0.067,0.067,0.0,0.1609,0.0,0,0.4253,0,62.908,0.7974,0.5067,0.0,0.0,0.0
AVAXUSDT,2026-09-05 10:50,1788594600000,63.6,watch,1h,0.08,7.484,-0.04,-0.2,-0.067,0.0,0.3621,0.0,0,0.5266,0,62.415,0.7833,0.5458,0.0,0.0,0.0
AVAXUSDT,2026-09-05 11:55,1788598500000,65.48,watch,1h,-0.399,7.495,0.16,0.067,0.133,0.0,0.04,0.0,0,0.6009,0,62.796,0.7942,0.534,0.0,0.0,0.0
AVAXUSDT,2026-09-05 17:25,1788618300000,64.02,watch,1h,2.646,7.565,-0.185,-0.304,-0.251,0.0,0.4248,0.0,0,0.2191,0,68.698,0.9628,0.5725,0.0,0.0,0.0
AVAXUSDT,2026-09-05 20:50,1788630600000,59.24,watch,1h,3.516,7.596,0.184,0.079,0.132,0.0,0.3965,0.0,0,0.0527,0,71.348,1.0,0.5122,0.0,0.0,0.0
AVAXUSDT,2026-09-05 21:20,1788632400000,61.79,watch,1h,3.577,7.615,-0.066,-0.25,-0.066,0.0,-0.0787,0.0,0,0.1779,0,72.009,1.0,0.4955,0.0,0.0,0.0
AVAXUSDT,2026-09-05 21:50,1788634200000,58.69,watch,1h,3.23,7.606,-0.053,-0.224,-0.197,0.0,-0.1968,0.0,0,0.1186,0,69.288,0.9796,0.4724,0.0,0.0,0.0
AVAXUSDT,2026-09-06 04:35,1788658500000,63.8,watch,1h,4.03,7.693,0.078,-0.091,0.0,0.0,0.9183,0.0,0,0.4062,0,70.801,1.0,0.3899,0.0,0.0,0.0
AVAXUSDT,2026-09-06 05:05,1788660300000,59.2,watch,1h,4.088,7.69,-0.117,-0.442,-0.377,0.0,-0.078,0.0,0,0.3866,0,69.903,0.9972,0.2757,0.0,0.0,0.0
AVAXUSDT,2026-09-06 05:35,1788662100000,60.07,watch,1h,4.002,7.693,0.494,0.052,0.481,0.0,-0.039,0.0,0,0.4062,0,70.879,1.0,0.2834,0.0,0.0,0.0
AVAXUSDT,2026-09-06 06:35,1788665700000,70.41,strong,1h,4.474,7.73,-1.061,-1.203,-1.164,0.0,0.6641,0.0,0,0.6487,0,72.003,1.0,0.4056,0.0,0.0,0.0
AVAXUSDT,2026-09-06 23:25,1788726300000,59.2,watch,15m,1.78,7.719,1.529,1.347,1.49,0.0,0.652,0.0,0,0.4642,0,71.868,1.0,0.217,0.0,0.0,0.0
AVAXUSDT,2026-09-06 23:55,1788728100000,78.9,strong,1h,2.888,7.803,0.038,-0.282,-0.192,0.0,1.8934,0.0,0,0.5834,0,70.284,1.0,0.6946,0.0,0.0,0.0
AVAXUSDT,2026-09-07 00:25,1788729900000,86.03,strong,1h,2.808,7.834,-0.677,-1.021,-0.804,0.0,0.3844,0.0,0,0.7844,0,72.282,1.0,0.7549,0.0,0.0,0.0
AVAXUSDT,2026-09-07 00:55,1788731700000,72.3,strong,1h,2.191,7.788,0.565,0.347,0.36,0.0,-0.205,0.0,0,0.4862,0,67.992,0.9426,0.6412,0.0,0.0,0.0
AVAXUSDT,2026-09-07 01:25,1788733500000,63.81,watch,1h,2.237,7.771,0.888,0.592,0.721,0.0,-0.2311,0.0,0,0.376,0,65.318,0.8662,0.5645,0.0,0.0,0.0
AVAXUSDT,2026-09-07 01:55,1788735300000,80.37,strong,1h,2.802,7.816,1.343,1.049,1.177,0.0,0.3466,0.0,0,0.6677,0,69.999,1.0,0.6764,0.0,0.0,0.0
AVAXUSDT,2026-09-07 02:25,1788737100000,63.48,watch,1h,3.082,7.827,1.725,1.124,1.597,0.0,0.1536,0.0,0,0.0,0,70.778,1.0,0.6709,0.0,0.0,0.0
AVAXUSDT,2026-09-07 02:55,1788738900000,66.07,watch,15m,4.149,7.908,0.063,-0.341,-0.063,0.0,0.4956,0.0,0,0.3951,0,74.546,1.0,0.4626,0.0,0.0,0.0
AVAXUSDT,2026-09-07 03:25,1788740700000,97.15,late,1h,4.467,7.952,-1.27,-1.547,-1.358,0.0,0.5691,0.0,0,1.0,1,77.363,1.0,0.9186,0.0,0.0,0.0
AVAXUSDT,2026-09-07 03:55,1788742500000,93.01,strong,1h,3.673,7.903,-0.886,-1.101,-0.974,0.0,-0.0506,0.0,0,1.0,0,74.181,1.0,0.8003,0.0,0.0,0.0
AVAXUSDT,2026-09-07 04:25,1788744300000,76.18,strong,1h,2.375,7.844,-0.051,-0.293,-0.127,0.0,-0.7466,0.0,0,0.8492,0,65.339,0.8668,0.5794,0.0,0.0,0.0
AVAXUSDT,2026-09-07 04:55,1788746100000,69.1,watch,1h,1.702,7.826,0.894,0.371,0.486,0.0,-0.9743,0.0,0,0.7325,0,63.063,0.8018,0.5347,0.0,0.0,0.0
AVAXUSDT,2026-09-07 05:35,1788748500000,65.98,watch,1h,3.198,7.939,-1.864,-2.255,-2.141,0.0,1.4569,0.0,0,0.0,0,70.047,1.0,0.7422,0.0,0.0,0.0
AVAXUSDT,2026-09-07 08:20,1788758400000,58.42,watch,5m,3.026,7.899,0.139,-0.025,0.0,0.0,0.1395,0.0,0,0.518,0,68.564,0.959,0.2033,0.0,0.0,0.0
AVAXUSDT,2026-09-07 12:10,1788772200000,58.45,watch,5m,3.837,7.956,-0.754,-0.993,-0.855,0.0,0.518,0.0,0,0.4119,0,71.204,1.0,0.233,0.0,0.0,0.0
AVAXUSDT,2026-09-07 15:45,1788785100000,58.34,watch,1h,4.024,7.988,1.202,0.851,0.989,0.0,1.5768,0.0,0,0.1004,0,65.235,0.8638,0.608,0.0,0.0,0.0
AVAXUSDT,2026-09-07 16:15,1788786900000,81.61,strong,1h,5.366,8.071,0.211,-0.211,-0.037,0.0,0.3481,0.0,0,0.6209,0,69.105,0.9744,0.7745,0.0,0.0,0.0
AVAXUSDT,2026-09-07 16:45,1788788700000,80.55,strong,1h,5.203,8.067,0.174,-0.074,-0.012,0.0,0.2984,0.0,0,0.5958,0,69.021,0.972,0.765,0.0,0.0,0.0
AVAXUSDT,2026-09-07 17:15,1788790500000,78.92,strong,1h,5.505,8.068,0.211,-0.545,0.05,0.0,0.0124,0.0,0,0.6021,0,69.065,0.9733,0.7125,0.0,0.0,0.0
AVAXUSDT,2026-09-07 17:45,1788792300000,77.88,strong,1h,6.034,8.066,-0.05,-0.905,-0.062,0.0,-0.0124,0.0,0,0.5896,0,68.575,0.9593,0.7078,0.0,0.0,0.0
AVAXUSDT,2026-09-07 18:15,1788794100000,61.95,watch,1h,6.057,8.072,0.037,-0.248,-0.149,0.0,0.1365,0.0,0,0.0,0,68.67,0.962,0.6706,0.0,0.0,0.0
AVAXUSDT,2026-09-07 18:45,1788795900000,60.56,watch,1h,5.829,8.061,0.186,0.0,0.0,0.0,0.0,0.0,0,0.0,0,68.26,0.9503,0.6442,0.0,0.0,0.0
AVAXUSDT,2026-09-07 19:30,1788798600000,59.65,watch,1h,5.583,8.075,-0.05,-0.186,-0.149,0.0,-0.2224,0.0,0,0.0,0,67.916,0.9405,0.6294,0.0,0.0,0.0
AVAXUSDT,2026-09-07 20:35,1788802500000,58.8,watch,1h,6.005,8.085,-0.062,-0.346,-0.322,0.0,0.2356,0.0,0,0.0,0,67.835,0.9382,0.6079,0.0,0.0,0.0
AVAXUSDT,2026-09-07 21:50,1788807000000,58.63,watch,1h,6.333,8.11,0.136,-0.136,-0.136,0.0,-0.0739,0.0,0,0.0,0,68.036,0.9439,0.5965,0.0,0.0,0.0
AVAXUSDT,2026-09-07 22:20,1788808800000,62.18,watch,1h,6.575,8.153,-1.006,-1.116,-1.03,0.0,0.5302,0.0,0,0.0,0,70.361,1.0,0.6337,0.0,0.0,0.0
AVAXUSDT,2026-09-08 00:00,1788814800000,58.07,watch,1h,4.299,8.152,-0.54,-0.981,-0.773,0.0,0.4683,0.0,0,0.0,0,70.033,1.0,0.5163,0.0,0.0,0.0
AVAXUSDT,2026-09-08 04:25,1788830700000,59.4,watch,5m,4.284,8.18,-0.917,-1.601,-1.553,0.0,0.2328,0.0,0,0.4938,0,74.41,1.0,0.2015,0.0,0.0,0.0
AVAXUSDT,2026-09-08 13:10,1788862200000,63.41,watch,15m,3.385,8.155,-1.226,-1.508,-1.398,0.0,0.4805,0.0,0,0.5141,0,69.723,0.9921,0.3106,0.0,0.0,0.0
AVAXUSDT,2026-09-08 18:10,1788880200000,61.26,watch,5m,0.099,8.066,-0.26,-0.384,-0.384,0.0,0.4608,0.0,0,0.4314,0,68.642,0.9612,0.3435,0.0,0.0,0.0
AVAXUSDT,2026-09-10 20:30,1789061400000,59.93,watch,5m,-3.441,7.661,-0.914,-1.083,-0.966,0.0,0.3668,0.0,0,0.4079,0,70.394,1.0,0.278,0.0,0.0,0.0
AVAXUSDT,2026-09-11 15:35,1789130100000,67.16,watch,15m,-0.55,7.598,-1.079,-1.645,-1.119,0.0,3.3882,0.0,0,0.4381,0,68.861,0.9675,0.5001,0.0,0.0,0.0
AVAXUSDT,2026-09-11 16:45,1789134300000,80.95,strong,1h,0.511,7.666,0.378,-0.209,0.13,0.0,1.1079,0.0,0,0.7884,0,57.962,0.656,1.0,0.0,0.0,0.0
AVAXUSDT,2026-09-11 17:15,1789136100000,88.47,strong,1h,1.805,7.728,-0.712,-1.242,-0.763,0.0,-0.5661,0.0,0,1.0,0,59.908,0.7117,1.0,0.0,0.0,0.0
AVAXUSDT,2026-09-11 17:45,1789137900000,81.18,strong,1h,1.12,7.676,0.326,0.039,0.078,0.0,-1.2352,0.0,0,0.8546,0,56.715,0.6204,1.0,0.0,0.0,0.0
AVAXUSDT,2026-09-11 18:15,1789139700000,76.99,strong,1h,1.147,7.669,-0.639,-1.161,-1.043,0.0,-0.6606,0.0,0,0.8083,0,56.0,0.6,0.9368,0.0,0.0,0.0
AVAXUSDT,2026-09-11 18:45,1789141500000,82.59,strong,1h,1.185,7.682,-0.963,-1.419,-1.185,0.0,-0.4922,0.0,0,0.8944,0,58.025,0.6579,0.9691,0.0,0.0,0.0
BCHUSDT,2026-09-01 08:45,1788241500000,62.48,watch,15m,1.783,251.2,-0.597,-0.756,-0.597,0.0,0.3195,0.0,0,0.462,0,72.081,1.0,0.3123,0.0,0.0,0.0
BCHUSDT,2026-09-02 06:10,1788318600000,62.7,watch,15m,0.728,249.0,-0.201,-0.402,-0.241,0.0,0.8097,0.0,0,0.4662,0,66.568,0.902,0.4275,0.0,0.0,0.0
BCHUSDT,2026-09-02 06:40,1788320400000,59.7,watch,15m,0.363,249.1,0.241,0.12,0.161,0.0,-0.2003,0.0,0,0.4864,0,65.338,0.8668,0.3677,0.0,0.0,0.0
BCHUSDT,2026-09-03 04:20,1788398400000,60.56,watch,5m,-0.122,245.8,0.203,-0.041,0.081,0.0,0.2447,0.0,0,0.4516,0,70.373,1.0,0.265,0.0,0.0,0.0
BCHUSDT,2026-09-03 05:30,1788402600000,58.1,watch,5m,0.446,247.6,0.04,-0.162,-0.162,0.0,0.4055,0.0,0,0.3867,0,74.022,1.0,0.2408,0.0,0.0,0.0
BCHUSDT,2026-09-03 06:00,1788404400000,59.66,watch,1h,0.0,248.1,-0.161,-0.322,-0.242,0.0,-0.1208,0.0,0,0.5501,0,59.317,0.6948,0.5177,0.0,0.0,0.0
BCHUSDT,2026-09-03 07:50,1788411000000,66.39,watch,1h,0.121,249.0,-0.12,-0.321,-0.201,0.0,0.6061,0.0,0,0.7335,0,59.695,0.7056,0.5665,0.0,0.0,0.0
BCHUSDT,2026-09-03 08:50,1788414600000,59.62,watch,1h,-0.04,248.5,0.322,0.121,0.161,0.0,-0.3609,0.0,0,0.6316,0,58.302,0.6658,0.4914,0.0,0.0,0.0
BCHUSDT,2026-09-03 09:20,1788416400000,72.48,strong,1h,0.848,249.8,0.6,0.12,0.16,0.0,0.3616,0.0,0,0.8965,0,61.678,0.7622,0.5593,0.0,0.0,0.0
BCHUSDT,2026-09-03 09:50,1788418200000,62.65,watch,1h,0.566,248.9,0.603,0.402,0.522,0.0,0.0,0.0,0,0.7131,0,59.244,0.6927,0.489,0.0,0.0,0.0
BCHUSDT,2026-09-03 10:20,1788420000000,74.5,strong,1h,0.969,250.2,0.52,0.36,0.44,0.0,0.6841,0.0,0,0.978,0,62.122,0.7749,0.5444,0.0,0.0,0.0
BCHUSDT,2026-09-03 10:50,1788421800000,71.34,strong,1h,1.009,250.2,0.24,0.04,0.12,0.0,0.6841,0.0,0,0.978,0,61.598,0.7599,0.4712,0.0,0.0,0.0
BCHUSDT,2026-09-03 11:20,1788423600000,75.31,strong,1h,1.823,251.3,-0.08,-0.239,-0.239,0.0,0.3594,0.0,0,1.0,0,64.074,0.8307,0.4879,0.0,0.0,0.0
BCHUSDT,2026-09-03 11:50,1788425400000,74.0,strong,1h,2.496,250.5,-0.439,-0.639,-0.519,0.0,0.0399,0.0,0,1.0,0,62.474,0.785,0.503,0.0,0.0,0.0
BCHUSDT,2026-09-03 12:20,1788427200000,72.07,strong,1h,2.578,250.7,-0.359,-0.558,-0.558,0.0,0.1998,0.0,0,1.0,0,62.711,0.7917,0.44,0.0,0.0,0.0
BCHUSDT,2026-09-03 12:55,1788429300000,58.93,watch,1h,2.005,249.3,0.241,0.08,0.241,0.0,-0.3597,0.0,0,0.7946,0,59.073,0.6878,0.3302,0.0,0.0,0.0
BCHUSDT,2026-09-03 17:40,1788446400000,66.49,watch,15m,4.348,254.4,1.219,0.668,0.825,0.0,0.7924,0.0,0,0.4762,0,70.335,1.0,0.4167,0.0,0.0,0.0
BCHUSDT,2026-09-03 18:10,1788448200000,76.22,strong,1h,5.741,256.0,0.586,0.234,0.234,0.0,-0.5825,0.0,0,0.7132,0,69.582,0.9881,0.5391,0.0,0.0,0.0
BCHUSDT,2026-09-03 18:40,1788450000000,80.5,strong,1h,5.469,256.5,0.468,0.273,0.351,0.0,-0.3883,0.0,0,0.8122,0,71.449,1.0,0.577,0.0,0.0,0.0
BCHUSDT,2026-09-03 19:10,1788451800000,80.26,strong,1h,5.597,256.6,0.507,0.351,0.507,0.0,-0.8501,0.0,0,0.832,0,69.124,0.975,0.5846,0.0,0.0,0.0
BCHUSDT,2026-09-03 19:40,1788453600000,87.33,strong,1h,5.97,257.4,0.505,0.272,0.272,0.0,-0.541,0.0,0,0.9905,0,71.5,1.0,0.6449,0.0,0.0,0.0
BCHUSDT,2026-09-03 20:10,1788455400000,58.85,watch,1h,6.614,257.9,0.31,0.078,0.31,0.0,0.0,0.0,0,0.0,0,73.377,1.0,0.5387,0.0,0.0,0.0
BCHUSDT,2026-09-03 20:40,1788457200000,59.38,watch,1h,6.17,258.1,-0.232,-0.387,-0.271,0.0,0.0775,0.0,0,0.0,0,73.726,1.0,0.5537,0.0,0.0,0.0
BCHUSDT,2026-09-03 22:20,1788463200000,59.05,watch,1h,6.473,259.9,-0.808,-0.962,-0.962,0.0,0.9713,0.0,0,0.0964,1,75.577,1.0,0.4755,0.0,0.0,0.0
BCHUSDT,2026-09-03 23:35,1788467700000,59.7,watch,1h,5.388,258.2,1.162,0.775,0.813,0.0,-0.501,0.0,0,0.0,0,68.096,0.9456,0.6251,0.0,0.0,0.0
BCHUSDT,2026-09-04 00:05,1788469500000,63.4,watch,1h,6.186,259.2,0.309,0.116,0.154,0.0,0.232,0.0,0,0.0,0,70.784,1.0,0.6685,0.0,0.0,0.0
BCHUSDT,2026-09-04 00:35,1788471300000,70.59,strong,1h,6.506,260.3,-1.076,-1.345,-1.306,0.0,0.6574,0.0,0,0.1735,0,72.485,1.0,0.7502,0.0,0.0,0.0
BCHUSDT,2026-09-04 01:05,1788473100000,62.31,watch,1h,6.831,259.6,-0.732,-0.847,-0.809,0.0,-0.4219,0.0,0,0.0386,0,68.828,0.9665,0.6481,0.0,0.0,0.0
BCHUSDT,2026-09-04 10:10,1788505800000,60.32,watch,5m,3.451,257.8,-0.349,-0.427,-0.349,0.0,0.2723,0.0,0,0.4501,0,70.71,1.0,0.2592,0.0,0.0,0.0
BCHUSDT,2026-09-04 12:05,1788512700000,58.43,watch,15m,3.337,260.1,0.0,-0.5,-0.423,0.0,0.2312,0.0,0,0.3095,0,66.674,0.905,0.4141,0.0,0.0,0.0
BCHUSDT,2026-09-04 12:35,1788514500000,66.23,watch,1h,4.038,260.2,-0.192,-0.653,-0.192,0.0,0.2697,0.0,0,0.4851,0,67.041,0.9154,0.4996,0.0,0.0,0.0
BCHUSDT,2026-09-04 13:35,1788518100000,59.78,watch,1h,4.591,259.7,0.308,0.154,0.231,0.0,-0.1154,0.0,0,0.388,0,65.029,0.858,0.4504,0.0,0.0,0.0
BCHUSDT,2026-09-05 09:20,1788589200000,59.82,watch,5m,-1.532,250.6,0.958,0.638,0.758,0.0,0.24,0.0,0,0.4428,1,76.028,1.0,0.2499,0.0,0.0,0.0
BCHUSDT,2026-09-05 09:55,1788591300000,58.14,watch,15m,-1.607,251.1,0.597,0.438,0.478,0.0,0.2796,0.0,0,0.5028,0,68.862,0.9675,0.1963,0.0,0.0,0.0
BCHUSDT,2026-09-05 10:25,1788593100000,69.53,late,15m,-1.939,252.8,-0.554,-0.791,-0.554,0.0,0.3971,0.0,0,0.8447,1,75.61,1.0,0.2403,0.0,0.0,0.0
BCHUSDT,2026-09-05 10:55,1788594900000,61.76,watch,15m,-1.676,252.3,0.159,0.0,0.079,0.0,-0.1978,0.0,0,0.7442,0,69.672,0.9906,0.1008,0.0,0.0,0.0
BCHUSDT,2026-09-05 20:05,1788627900000,65.43,watch,15m,0.91,255.1,1.176,0.784,1.137,0.0,0.5518,0.0,0,0.4549,0,72.076,1.0,0.4016,0.0,0.0,0.0
BCHUSDT,2026-09-05 20:35,1788629700000,71.95,strong,1h,1.506,256.2,0.703,0.312,0.507,0.0,0.9854,0.0,0,0.5325,0,63.469,0.8134,0.7456,0.0,0.0,0.0
BCHUSDT,2026-09-05 21:05,1788631500000,87.26,strong,1h,2.259,258.0,-0.426,-0.62,-0.504,0.0,0.0776,0.0,0,0.8876,0,66.748,0.9071,0.8225,0.0,0.0,0.0
BCHUSDT,2026-09-05 21:35,1788633300000,81.27,strong,1h,2.021,257.5,-0.272,-0.66,-0.621,0.0,-0.1164,0.0,0,0.789,0,64.801,0.8515,0.7853,0.0,0.0,0.0
BCHUSDT,2026-09-05 22:05,1788635100000,69.39,watch,1h,1.623,256.7,0.0,-0.273,-0.156,0.0,-0.3107,0.0,0,0.6312,0,61.985,0.771,0.6505,0.0,0.0,0.0
BCHUSDT,2026-09-05 22:35,1788636900000,60.13,watch,1h,0.947,255.9,0.117,-0.078,-0.078,0.0,-0.6214,0.0,0,0.4734,0,59.19,0.6911,0.59,0.0,0.0,0.0
BCHUSDT,2026-09-06 01:10,1788646200000,66.64,watch,15m,3.056,259.7,-1.078,-1.194,-1.194,0.0,0.737,0.0,0,0.545,0,71.796,1.0,0.3718,0.0,0.0,0.0
BCHUSDT,2026-09-06 05:05,1788660300000,58.4,watch,15m,5.976,260.7,1.726,0.153,0.499,0.0,0.5787,0.0,0,0.406,0,66.776,0.9079,0.3409,0.0,0.0,0.0
BCHUSDT,2026-09-06 05:35,1788662100000,83.52,strong,15m,6.931,263.8,-0.303,-0.531,-0.417,0.0,1.5787,0.0,0,1.0,0,73.044,1.0,0.5292,0.0,0.0,0.0
BCHUSDT,2026-09-06 06:05,1788663900000,61.19,watch,15m,6.03,262.0,0.038,-0.611,-0.382,0.0,-0.4937,0.0,0,0.6574,0,65.068,0.8591,0.2968,0.0,0.0,0.0
BCHUSDT,2026-09-06 06:35,1788665700000,64.55,watch,1h,6.227,262.7,-0.99,-1.256,-1.256,0.0,-0.2279,0.0,0,0.5192,0,66.299,0.8943,0.4513,0.0,0.0,0.0
BCHUSDT,2026-09-06 08:40,1788673200000,62.8,watch,5m,6.366,264.0,-1.023,-1.326,-1.136,0.0,0.1898,0.0,0,0.5553,0,69.643,0.9898,0.2664,0.0,0.0,0.0
BCHUSDT,2026-09-07 00:15,1788729300000,66.4,watch,15m,1.09,259.7,-0.809,-1.232,-1.117,0.0,0.2703,0.0,0,0.5843,0,70.117,1.0,0.3369,0.0,0.0,0.0
BCHUSDT,2026-09-07 02:35,1788737700000,60.86,watch,15m,1.91,261.5,-0.153,-0.459,-0.229,0.0,0.4224,0.0,0,0.3078,0,71.023,1.0,0.3761,0.0,0.0,0.0
BCHUSDT,2026-09-07 15:45,1788785100000,71.7,strong,15m,0.658,260.1,0.192,-0.154,-0.154,0.0,0.6579,0.0,0,0.5441,0,68.056,0.9445,0.5806,0.0,0.0,0.0
BCHUSDT,2026-09-07 16:15,1788786900000,79.74,strong,15m,1.278,261.5,-0.459,-0.88,-0.841,0.0,-0.0382,0.0,0,0.8162,0,71.771,1.0,0.5525,0.0,0.0,0.0
BCHUSDT,2026-09-07 17:50,1788792600000,63.19,watch,1h,2.15,261.3,-0.612,-0.765,-0.651,0.0,0.3456,0.0,0,0.4245,0,60.259,0.7217,0.6775,0.0,0.0,0.0
BCHUSDT,2026-09-07 18:20,1788794400000,63.6,watch,1h,2.508,261.6,2.408,1.338,1.835,0.0,-0.1527,0.0,0,0.4824,0,60.226,0.7207,0.649,0.0,0.0,0.0
BCHUSDT,2026-09-07 19:10,1788797400000,91.65,strong,1h,3.749,265.7,-0.828,-1.355,-1.204,0.0,2.3104,0.0,0,1.0,0,65.735,0.8781,0.9007,0.0,0.0,0.0
BCHUSDT,2026-09-07 19:40,1788799200000,97.49,strong,1h,4.011,267.1,-2.171,-2.434,-2.359,0.0,2.8494,0.0,0,1.0,0,67.805,0.9373,1.0,0.0,0.0,0.0
BCHUSDT,2026-09-07 20:10,1788801000000,63.19,watch,1h,2.539,262.5,-0.686,-0.8,-0.8,0.0,-0.9434,0.0,0,0.6561,0,58.526,0.6722,0.5687,0.0,0.0,0.0
BCHUSDT,2026-09-11 15:35,1789130100000,73.87,strong,5m,-6.188,227.4,0.528,-0.132,0.528,0.0,0.6195,0.0,0,0.4437,0,71.383,1.0,0.6508,0.0,0.0,0.0
BCHUSDT,2026-09-11 16:10,1789132200000,63.33,watch,15m,-1.723,228.2,2.98,2.147,2.848,0.0,-0.5664,0.0,0,0.4198,0,59.223,0.6921,0.7187,0.0,0.0,0.0
BCHUSDT,2026-09-11 16:40,1789134000000,62.77,watch,15m,1.011,229.8,1.871,1.305,1.567,0.0,0.878,0.0,0,0.0218,0,64.353,0.8387,0.8195,0.0,0.0,0.0
BCHUSDT,2026-09-11 17:10,1789135800000,100.0,strong,15m,3.21,234.7,0.043,-0.383,-0.341,0.0,-0.6351,0.0,0,1.0,0,70.872,1.0,1.0,0.0,0.0,0.0
BCHUSDT,2026-09-11 17:40,1789137600000,81.85,strong,1h,1.921,233.4,1.885,1.285,1.328,0.0,-1.1854,0.0,0,1.0,0,54.122,0.5463,1.0,0.0,0.0,0.0
BCHUSDT,2026-09-11 18:10,1789139400000,82.85,strong,1h,3.909,233.9,0.257,-0.257,-0.214,0.0,-0.5104,0.0,0,1.0,0,54.996,0.5713,1.0,0.0,0.0,0.0
BCHUSDT,2026-09-11 18:40,1789141200000,90.65,strong,1h,5.111,236.5,-1.438,-1.734,-1.438,0.0,0.5955,0.0,0,1.0,0,61.815,0.7661,1.0,0.0,0.0,0.0
BCHUSDT,2026-09-11 19:10,1789143000000,80.37,strong,1h,3.503,233.4,-0.043,-0.3,-0.257,0.0,0.5168,0.0,0,1.0,0,54.787,0.5654,0.9358,0.0,0.0,0.0
BCHUSDT,2026-09-11 19:40,1789144800000,77.6,strong,1h,3.462,233.1,-0.386,-0.858,-0.686,0.0,0.3876,0.0,0,1.0,0,53.115,0.5176,0.9113,0.0,0.0,0.0
BNBUSDT,2026-09-03 11:05,1788422700000,58.93,watch,1h,1.842,700.52,0.286,0.1,0.264,0.0,0.3668,0.0,0,0.3971,0,72.73,1.0,0.2572,0.0,0.0,0.0
BNBUSDT,2026-09-03 11:35,1788424500000,62.96,watch,1h,2.394,701.97,-0.066,-0.158,-0.137,0.0,0.5745,0.0,0,0.5014,0,74.359,1.0,0.298,0.0,0.0,0.0
BNBUSDT,2026-09-03 12:05,1788426300000,61.74,watch,1h,2.474,702.37,0.046,-0.103,0.036,0.0,0.1569,0.0,0,0.5302,0,74.858,1.0,0.2423,0.0,0.0,0.0
BNBUSDT,2026-09-03 12:40,1788428400000,59.76,watch,1h,2.851,701.66,0.098,-0.016,0.095,0.0,0.0556,0.0,0,0.4791,1,75.191,1.0,0.2223,0.0,0.0,0.0
BNBUSDT,2026-09-03 13:15,1788430500000,62.68,late,1h,2.845,703.38,0.87,0.411,0.798,0.0,0.371,0.0,0,0.6029,1,76.146,1.0,0.2173,0.0,0.0,0.0
BNBUSDT,2026-09-03 13:45,1788432300000,60.39,watch,1h,3.089,702.56,1.852,1.321,1.593,0.0,0.254,0.0,0,0.5439,1,75.648,1.0,0.1942,0.0,0.0,0.0
BNBUSDT,2026-09-03 14:15,1788434100000,76.06,late,1h,3.953,708.99,0.322,0.227,0.276,0.0,0.526,0.0,0,1.0,1,81.246,1.0,0.316,0.0,0.0,0.0
BNBUSDT,2026-09-03 14:45,1788435900000,58.21,watch,5m,4.476,713.75,0.077,-0.094,0.008,0.0,0.0084,0.0,0,0.4774,1,78.652,1.0,0.1794,0.0,0.0,0.0
BNBUSDT,2026-09-03 15:15,1788437700000,75.93,late,1h,3.946,710.95,0.219,0.128,0.215,0.0,-0.0675,0.0,0,1.0,1,82.549,1.0,0.3122,0.0,0.0,0.0
BNBUSDT,2026-09-03 15:45,1788439500000,78.69,late,1h,4.421,713.81,-0.164,-0.297,-0.251,0.0,0.3345,0.0,0,1.0,1,85.122,1.0,0.3911,0.0,0.0,0.0
