symbol,time,open_time,score,grade,tf,change_24h,entry,mfe12,mae12,ret12,atr_exp,bar_chg_pct,breakout,breakout_pct,btc,candle,ema,ema_aligned,is_late,rsi,rsi_raw,squeeze,taker,taker_buy,vol,vol_ratio,vs_btc_pct
AAVEUSDT,2026-09-11 23:00,1789156800000,61.11,watch,5m,1.782,125.1,-0.064,-0.36,-0.112,1.5105,0.4981,0.2,0.3691,0.3476,1.0,0.3,0,0,0.9732,57.518,1.0,1.0,0.82112,0.0532,1.3596,0.3951
AAVEUSDT,2026-09-12 00:05,1789160700000,73.11,strong,5m,2.35,125.86,-0.898,-1.311,-1.311,2.271,0.7202,0.2235,0.4469,0.4526,1.0,1.0,1,0,0.6352,64.567,1.0,0.6873,0.69871,0.7767,3.5302,0.6052
AAVEUSDT,2026-09-12 03:15,1789172100000,70.93,late,5m,3.41,125.25,0.008,-0.136,-0.12,0.7998,0.2,0.0,0.0559,0.2494,1.0,1.0,1,1,0.7457,62.577,1.0,1.0,0.93571,0.5187,5.0687,0.1988
AAVEUSDT,2026-09-12 03:50,1789174200000,58.16,watch,5m,2.872,125.35,0.0,-0.263,-0.144,0.8537,0.1278,0.0,0.016,0.2015,0.9864,1.0,1,0,0.7075,63.266,1.0,1.0,0.84186,0.0331,1.2992,0.1029
AAVEUSDT,2026-09-12 05:55,1789181700000,60.0,watch,5m,3.118,125.36,0.287,0.144,0.279,1.2133,0.1678,0.0,-0.1354,0.1528,0.9679,1.0,1,0,0.8602,55.483,1.0,1.0,0.84668,0.073,1.419,0.0055
ADAUSDT,2026-09-01 14:50,1788263400000,61.17,watch,5m,1.987,0.2002,-0.549,-0.749,-0.699,1.4925,0.2002,0.0,-0.0499,0.2996,0.8875,1.0,1,0,0.7,67.723,1.0,0.6252,0.68256,0.5097,2.7292,0.2992
ADAUSDT,2026-09-02 04:20,1788312000000,58.11,watch,5m,-1.305,0.1967,0.153,-0.305,0.102,0.9752,0.1018,0.0,-0.4051,0.1704,1.0,1.0,1,0,0.8041,54.474,1.0,1.0,0.91517,0.0,0.885,0.0408
ADAUSDT,2026-09-02 08:50,1788328200000,58.92,watch,15m,-1.923,0.1989,-0.553,-0.754,-0.754,0.5262,0.2015,0.0,-0.2007,0.5228,0.9,1.0,1,0,0.8541,60.625,1.0,1.0,0.79903,0.0,0.6905,0.7456
ADAUSDT,2026-09-02 16:00,1788354000000,63.51,watch,5m,-1.467,0.1948,0.975,0.616,0.77,1.6455,0.3606,0.0,-0.3581,0.1513,0.9625,1.0,1,0,0.789,54.202,1.0,1.0,0.85663,0.2388,2.16,0.0026
ADAUSDT,2026-09-02 16:40,1788356400000,79.51,strong,5m,-0.706,0.1968,-0.102,-0.508,-0.102,5.4097,1.391,0.4098,0.8197,0.404,1.0,1.0,1,0,0.7,69.209,1.0,1.0,0.80133,0.6552,3.1656,0.508
ADAUSDT,2026-09-02 21:20,1788373200000,58.3,watch,5m,0.818,0.1972,0.051,-0.152,-0.101,0.8486,0.2033,0.0,-0.1519,0.2076,1.0,1.0,1,0,0.8092,61.434,1.0,1.0,0.87465,0.0,1.175,0.1151
ADAUSDT,2026-09-02 23:45,1788381900000,63.41,watch,5m,1.639,0.1985,0.504,0.202,0.202,1.3079,0.2019,0.0,-0.3014,0.259,0.8875,1.0,1,0,0.9097,59.626,1.0,0.6633,0.69246,0.5051,2.7153,0.2179
ADAUSDT,2026-09-03 00:40,1788385200000,60.78,watch,5m,1.995,0.1994,-0.301,-0.502,-0.301,1.3989,0.2514,0.2,0.201,0.3889,0.9143,1.0,1,0,0.7,66.967,1.0,0.4863,0.64645,0.4955,2.6864,0.4778
ADAUSDT,2026-09-03 01:55,1788389700000,63.89,watch,5m,1.895,0.1989,1.156,0.855,1.156,1.7767,0.2015,0.0,-0.3008,0.4983,0.9625,1.0,1,0,0.9898,57.817,1.0,0.3676,0.61557,0.6908,3.2725,0.6965
ADAUSDT,2026-09-03 02:25,1788391500000,63.38,watch,5m,2.348,0.2005,0.599,0.2,0.249,0.8849,0.1499,0.0,-0.1991,0.4477,0.94,1.0,1,0,0.6356,70.373,1.0,1.0,0.80554,0.2441,2.3373,0.5954
ADAUSDT,2026-09-03 04:05,1788397500000,61.25,watch,5m,3.111,0.2022,1.632,0.841,1.236,3.5275,1.1506,0.0,-0.2959,0.3062,0.9654,1.0,1,0,0.7473,62.548,1.0,0.0178,0.52462,1.0,4.4001,0.3124
ADAUSDT,2026-09-03 04:35,1788399300000,59.39,watch,1h,5.653,0.2056,0.632,0.34,0.389,4.0545,2.5436,0.6903,1.3807,1.0,0.9241,1.0,1,1,0.0,74.524,0.7008,0.0861,0.54238,0.8584,3.7753,3.1573
ADAUSDT,2026-09-03 11:25,1788423900000,60.73,watch,5m,5.972,0.2076,0.096,-0.193,-0.145,1.4347,0.1447,0.0,0.0964,0.556,0.79,1.0,1,0,0.7,66.465,1.0,0.1902,0.56944,0.8728,3.8184,0.8121
ADAUSDT,2026-09-03 13:55,1788432900000,61.2,watch,5m,7.224,0.2078,-0.337,-0.577,-0.433,1.82,0.6295,0.0,-0.0481,0.3485,1.0,0.3,0,1,0.9354,59.162,1.0,0.8677,0.7456,0.2813,2.0438,0.397
ADAUSDT,2026-09-03 15:00,1788436800000,72.98,strong,5m,6.417,0.2073,0.772,0.482,0.675,1.3529,0.2418,0.0,-0.2886,0.0999,0.9333,1.0,1,0,0.7655,53.779,1.0,0.7236,0.70814,0.8883,3.8649,-0.1002
ADAUSDT,2026-09-03 16:35,1788442500000,59.62,watch,5m,8.449,0.2105,1.663,1.33,1.33,2.9933,0.3815,0.0,0.1427,0.4045,0.925,1.0,1,1,0.0,76.902,1.0,0.3959,0.62294,0.8415,3.7245,0.5091
ADAUSDT,2026-09-03 17:20,1788445200000,66.15,late,5m,8.702,0.2136,1.919,1.03,1.826,2.2296,0.8023,0.4011,0.8023,0.6058,1.0,1.0,1,1,0.0,84.518,1.0,0.6039,0.677,0.6653,3.196,0.9116
ADAUSDT,2026-09-04 04:50,1788486600000,68.98,late,5m,8.71,0.2234,0.761,0.269,0.761,1.5918,0.5853,0.2,0.2693,0.6974,0.9625,1.0,1,1,0.7,67.885,1.0,0.3714,0.61657,0.8559,3.7676,1.0948
ADAUSDT,2026-09-04 07:25,1788495900000,58.46,watch,5m,10.318,0.2256,-1.285,-1.684,-1.64,1.2092,0.4005,0.0,0.0887,0.2489,1.0,1.0,1,1,0.8083,61.451,1.0,1.0,0.82465,0.0,1.1601,0.1977
ADAUSDT,2026-09-04 14:35,1788521700000,58.67,watch,5m,7.095,0.2219,-2.388,-3.56,-2.659,0.4196,0.0902,0.0,-0.045,0.2805,0.9,1.0,1,1,0.9432,56.977,1.0,1.0,0.81262,0.0,0.537,0.2609
ADAUSDT,2026-09-04 21:55,1788548100000,59.62,watch,5m,-4.356,0.213,0.423,0.188,0.235,0.3521,0.094,0.0,0.047,0.3807,1.0,1.0,1,0,0.8872,55.97,1.0,1.0,0.84124,0.0,0.9203,0.4615
ADAUSDT,2026-09-04 22:25,1788549900000,80.82,strong,5m,-3.597,0.2144,-0.793,-0.933,-0.886,1.9496,0.3745,0.2,0.3745,0.3593,0.94,1.0,1,0,0.7,68.563,1.0,1.0,0.78509,0.8394,3.7183,0.4185
ADAUSDT,2026-09-05 04:20,1788571200000,71.39,strong,5m,-4.082,0.2115,-0.284,-0.662,-0.331,1.7712,0.237,0.0,-0.0473,0.2693,0.9667,1.0,1,0,0.9988,58.021,1.0,1.0,0.85771,0.4663,2.5989,0.2386
ADAUSDT,2026-09-05 08:50,1788587400000,65.17,watch,5m,-4.31,0.2109,1.138,0.996,0.996,2.173,0.333,0.0,-0.142,0.175,0.9667,0.3,0,0,0.8501,55.303,1.0,0.7769,0.722,0.5884,2.9652,0.0499
ADAUSDT,2026-09-05 09:20,1788589200000,58.58,watch,5m,-3.89,0.2125,0.376,0.235,0.376,1.0479,0.1886,0.0,-0.047,0.4956,1.0,1.0,1,0,0.7,69.457,1.0,1.0,0.8651,0.0,0.4712,0.6911
ADAUSDT,2026-09-05 11:25,1788596700000,59.25,watch,5m,-3.479,0.2136,0.0,-0.094,-0.047,0.9758,0.1406,0.0,-0.2801,0.1475,1.0,1.0,1,0,0.9577,57.238,1.0,1.0,0.83,0.0,0.7103,-0.0051
ADAUSDT,2026-09-05 15:25,1788611100000,67.7,watch,5m,-3.604,0.214,1.262,1.121,1.121,1.6218,0.1404,0.0,0.0935,0.2384,0.95,1.0,1,0,0.6727,63.891,1.0,0.8713,0.74654,0.5478,2.8433,0.1768
ADAUSDT,2026-09-05 17:35,1788618900000,60.17,watch,5m,2.583,0.2184,-0.366,-0.641,-0.549,2.5638,0.6452,0.2994,0.5988,0.7418,0.9625,1.0,1,1,0.0,74.509,1.0,0.7081,0.7041,0.3763,2.3288,1.1836
ADAUSDT,2026-09-05 19:45,1788626700000,65.03,watch,5m,1.773,0.2181,0.642,0.367,0.55,1.3994,0.2759,0.0,-0.2287,0.1264,0.9,1.0,1,0,0.9015,59.772,1.0,0.4456,0.63585,0.7803,3.5408,-0.0472
ADAUSDT,2026-09-05 20:55,1788630900000,58.63,watch,5m,4.539,0.2211,-0.407,-0.543,-0.452,2.8,0.5,0.25,0.5,0.773,0.9368,1.0,1,1,0.0,75.427,1.0,0.0988,0.5457,0.8796,3.8388,1.246
ADAUSDT,2026-09-06 04:10,1788657000000,64.6,watch,5m,4.934,0.2212,0.271,0.09,0.136,1.6542,0.1812,0.0,0.0452,0.4859,0.91,1.0,1,0,0.6223,70.532,1.0,0.6731,0.69501,0.5907,2.9722,0.6718
ADAUSDT,2026-09-06 06:40,1788666000000,61.81,watch,5m,6.025,0.2235,-0.895,-1.208,-0.94,1.5129,0.3592,0.2,0.3592,0.5858,0.94,1.0,1,0,0.7,68.66,1.0,0.3762,0.61781,0.5918,2.9755,0.8717
ADAUSDT,2026-09-06 08:35,1788672900000,64.49,watch,5m,5.846,0.2227,-0.943,-1.078,-0.988,1.4877,0.4058,0.2,0.2701,0.3672,1.0,1.0,1,0,0.8192,61.254,1.0,0.7919,0.7259,0.3058,2.1173,0.4343
ADAUSDT,2026-09-06 12:25,1788686700000,58.92,watch,5m,2.951,0.2198,-0.318,-0.409,-0.409,0.7158,0.1823,0.0,0.1367,0.5736,1.0,1.0,1,0,0.7029,63.349,1.0,1.0,0.88058,0.0,0.9663,0.8472
ADAUSDT,2026-09-06 14:25,1788693900000,64.02,watch,15m,4.0,0.221,0.136,-0.09,0.0,2.1735,0.546,0.2045,0.4089,0.4581,0.8909,1.0,1,0,0.9368,59.138,1.0,0.2458,0.58391,0.7571,3.4712,0.6162
ADAUSDT,2026-09-06 15:50,1788699000000,58.98,watch,5m,2.265,0.2212,-0.859,-1.085,-0.859,1.3824,0.363,0.0,-0.2255,0.1391,1.0,1.0,1,0,0.9284,56.711,1.0,1.0,0.90801,0.0,0.2853,-0.0217
ADAUSDT,2026-09-06 21:00,1788717600000,71.16,strong,5m,-0.636,0.2186,0.64,0.366,0.595,1.3069,0.2752,0.0,-0.137,0.2441,0.9571,1.0,1,0,0.8239,54.83,1.0,0.6,0.676,0.8728,3.8183,0.1883
ADAUSDT,2026-09-06 21:50,1788720600000,58.47,watch,5m,-0.591,0.2188,0.091,0.0,0.046,1.2155,-0.0913,0.0,-0.455,0.0647,0.3,0.3,0,1,0.6152,51.073,1.0,1.0,0.79794,0.4834,3.1096,-0.1705
ADAUSDT,2026-09-06 23:50,1788727800000,66.35,late,5m,0.729,0.221,0.362,0.136,0.181,2.5076,-0.1356,0.0,-0.1807,0.2762,0.2769,1.0,1,1,0.7,67.858,1.0,0.5855,0.67223,1.0,6.174,0.2524
ADAUSDT,2026-09-07 03:00,1788739200000,59.18,watch,5m,2.378,0.2239,0.223,-0.223,0.179,2.0236,0.179,0.0,0.1342,0.3283,0.8267,1.0,1,0,0.7,66.138,1.0,0.0,0.33245,1.0,4.3403,0.3566
ADAUSDT,2026-09-07 03:40,1788741600000,67.29,watch,5m,3.098,0.2263,-1.9,-2.342,-2.209,1.8628,0.4439,0.0,0.1327,0.6168,0.9833,1.0,1,0,0.7,68.91,1.0,0.564,0.66664,0.7194,3.3582,0.9336
ADAUSDT,2026-09-07 08:15,1788758100000,63.44,watch,5m,0.091,0.2208,0.453,0.0,0.0,2.1645,0.5923,0.2046,0.4093,0.4613,0.9786,0.3,0,0,0.896,59.873,1.0,0.7503,0.71509,0.3789,2.3368,0.6225
ADAUSDT,2026-09-07 12:10,1788772200000,58.55,watch,5m,0.32,0.2193,-0.365,-0.593,-0.41,0.8723,0.1827,0.0,0.0913,0.2113,0.9,1.0,1,0,0.963,58.666,1.0,1.0,0.85871,0.0,0.7942,0.1226
ADAUSDT,2026-09-07 13:00,1788775200000,67.63,watch,5m,-0.501,0.2185,0.412,0.092,0.275,2.2831,0.5985,0.0,-0.5009,0.0891,0.9625,0.3,0,0,0.6167,51.1,1.0,0.5529,0.66374,0.9741,4.1224,-0.1218
ADAUSDT,2026-09-07 14:20,1788780000000,60.11,watch,15m,-0.136,0.2201,0.5,0.273,0.318,0.9668,0.5023,0.0,0.1365,0.7097,0.9769,1.0,1,0,0.813,54.634,1.0,1.0,0.80479,0.0,0.3385,1.1194
ADAUSDT,2026-09-07 15:35,1788784500000,62.99,watch,5m,-0.045,0.2214,0.768,0.09,0.587,1.4798,0.1357,0.0,0.0904,0.3645,0.8125,1.0,1,0,0.5747,71.103,1.0,0.8545,0.74218,0.4404,2.5212,0.429
ADAUSDT,2026-09-07 23:30,1788813000000,59.18,watch,5m,-0.045,0.2209,0.272,0.0,0.0,1.8241,0.3635,0.0,-0.1808,0.3429,0.9727,1.0,1,0,0.8857,55.943,1.0,1.0,0.8468,0.0,1.1059,0.3858
ADAUSDT,2026-09-08 00:10,1788815400000,66.84,watch,5m,-0.27,0.2213,-0.226,-0.633,-0.633,1.3209,0.3173,0.0,-0.0452,0.2369,0.9625,1.0,1,0,0.9701,58.538,1.0,1.0,0.81842,0.3002,2.1006,0.1739
ADAUSDT,2026-09-08 12:35,1788860100000,61.58,watch,15m,0.825,0.22,0.182,-0.136,0.0,1.619,0.7787,0.2513,0.5025,0.7639,0.985,1.0,1,0,0.8472,60.75,1.0,0.6265,0.68289,0.2439,1.9316,1.2277
ADAUSDT,2026-09-08 13:20,1788862800000,62.41,late,5m,0.639,0.2205,-1.088,-1.361,-1.134,1.8988,-0.0906,0.0,-0.2714,0.0294,0.1769,1.0,1,1,0.7,66.924,1.0,0.6798,0.69675,0.8387,3.7162,-0.2411
ADAUSDT,2026-09-08 17:05,1788876300000,74.18,strong,5m,-0.454,0.2192,1.688,0.958,1.688,0.9542,0.1828,0.0,-0.4993,0.7574,0.82,1.0,1,0,0.9843,57.718,1.0,0.5036,0.65094,1.0,4.2765,1.2147
ADAUSDT,2026-09-08 18:10,1788880200000,60.05,watch,15m,1.956,0.2241,2.856,2.41,2.41,2.0016,1.2653,0.5413,1.0825,1.0,0.9636,1.0,1,0,0.7,68.986,1.0,0.3324,0.60644,0.32,2.1601,2.5775
ADAUSDT,2026-09-08 18:40,1788882000000,76.85,strong,1h,5.563,0.2296,-0.305,-0.697,-0.697,3.0164,3.7506,0.7,2.9596,1.0,0.971,1.0,1,0,0.7,68.915,0.8663,0.3247,0.60443,1.0,4.9886,5.0461
ADAUSDT,2026-09-10 06:40,1789011600000,59.23,watch,5m,-1.521,0.2136,0.14,-0.094,-0.094,1.1357,0.1406,0.0,-0.1869,0.2759,0.8286,1.0,1,0,0.6266,64.721,1.0,0.5571,0.66484,0.543,2.8289,0.2517
ADAUSDT,2026-09-10 09:45,1789022700000,59.86,watch,5m,-2.944,0.2143,-0.607,-1.027,-0.747,1.7361,0.4217,0.0,-0.1863,0.3554,1.0,1.0,1,0,0.8951,59.889,1.0,1.0,0.80419,0.011,1.233,0.4109
ADAUSDT,2026-09-10 10:55,1789026900000,60.71,watch,5m,-3.655,0.2135,-0.234,-0.375,-0.375,1.5244,0.2347,0.0,-0.6977,0.1883,1.0,0.3,0,0,0.6779,52.202,1.0,1.0,0.82346,0.2535,1.9604,0.0767
ADAUSDT,2026-09-10 12:25,1789032300000,60.53,watch,5m,-2.586,0.2147,-0.605,-0.932,-0.932,2.1084,0.3271,0.0,0.1867,0.5587,0.875,1.0,1,0,0.6926,63.533,1.0,0.0,0.45058,1.0,4.5425,0.8174
ADAUSDT,2026-09-10 13:10,1789035000000,58.37,watch,5m,-2.198,0.2136,-0.515,-0.983,-0.515,0.9808,0.2346,0.0,-0.7435,0.3236,0.9143,0.3,0,0,0.6476,51.657,1.0,1.0,0.84417,0.1819,2.053,0.3471
ADAUSDT,2026-09-10 23:10,1789071000000,59.81,watch,5m,-1.958,0.2103,-0.285,-0.571,-0.571,0.9488,0.2383,0.0,-0.1425,0.224,1.0,1.0,1,0,0.9893,57.808,1.0,1.0,0.81316,0.0,0.7335,0.1479
ADAUSDT,2026-09-11 04:00,1789088400000,60.88,watch,5m,-2.407,0.2068,0.097,-0.338,0.0,1.0427,0.0484,0.0,0.0,0.1812,0.8,1.0,1,0,0.9064,56.316,1.0,0.9948,0.77865,0.1606,1.6819,0.0624
ADAUSDT,2026-09-11 06:10,1789096200000,64.86,watch,5m,-2.909,0.2069,0.677,0.387,0.58,1.8063,0.3882,0.0,-0.1448,0.2131,0.9727,1.0,1,0,0.7749,53.949,1.0,1.0,0.80771,0.2833,2.05,0.1262
ADAUSDT,2026-09-11 08:35,1789104900000,62.68,watch,5m,-1.964,0.2097,-0.477,-0.715,-0.668,0.8428,0.239,0.0,-0.38,0.0,1.0,1.0,1,0,0.9317,59.23,1.0,0.9675,0.77155,0.1978,2.0479,-0.3018
ADAUSDT,2026-09-11 15:30,1789129800000,64.91,late,5m,-2.084,0.2067,0.484,-0.242,0.0,8.5602,1.7725,0.5874,1.1747,1.0,0.9864,1.0,1,1,0.0,75.079,1.0,0.0,0.50798,1.0,10.2534,2.0616
ADAUSDT,2026-09-11 16:50,1789134600000,62.22,watch,1h,0.664,0.2123,-0.188,-0.801,-0.33,2.4736,1.5789,0.4276,0.8551,1.0,0.9716,0.3,0,0,0.9734,58.478,0.6254,0.0,0.45289,1.0,4.3292,2.0569
ADAUSDT,2026-09-12 04:00,1789174800000,68.94,watch,5m,-0.048,0.2067,0.581,0.29,0.29,1.1045,0.1453,0.0,0.0,0.2154,1.0,1.0,1,0,0.9206,59.43,1.0,1.0,0.90808,0.3884,2.3651,0.1309
ADAUSDT,2026-09-12 04:40,1789177200000,67.64,watch,5m,0.631,0.2073,0.724,0.434,0.531,0.711,0.1449,0.0,0.0,0.2557,1.0,1.0,1,0,0.6856,63.659,1.0,0.9584,0.76917,0.4421,2.5264,0.2114
ADAUSDT,2026-09-12 05:55,1789181700000,59.81,watch,5m,0.967,0.2089,0.096,0.0,0.048,1.6457,0.2399,0.0,-0.1434,0.2447,0.97,1.0,1,0,0.7242,62.965,1.0,1.0,0.84767,0.0937,1.481,0.1894
