min_score,pullback_pct,timeout_bars,tp_pct,sl_pct,trailing_act,trailing_dist,total_signals,filled_trades,fill_rate_pct,win_rate_pct,net_pnl_pct,profit_factor,expectancy_pct,max_dd_pct,oos_win_rate_pct,oos_net_pnl_pct,score_metric
55.0,0.0,4,1.25,2.5,1.5,0.5,44989,27274,61.0,53.1,-5700.04,0.73,-0.154,2974.36,48.8,-2742.64,-0.12
55.0,0.0,4,1.25,2.5,2.0,0.6,44989,27274,61.0,53.1,-5564.09,0.74,-0.148,2869.00,48.8,-2712.59,-0.12
55.0,0.0,4,1.25,2.5,2.5,0.8,44989,27274,61.0,53.1,-5798.36,0.73,-0.156,3023.21,48.8,-2790.13,-0.12
55.0,0.0,4,1.25,3.0,0.0,0.0,44989,27274,61.0,53.9,-6381.49,0.70,-0.171,3292.20,49.9,-3100.27,-0.12
55.0,0.0,4,1.25,3.0,1.2,0.4,44989,27274,61.0,54.4,-6644.07,0.66,-0.190,3663.02,50.3,-2988.51,-0.12
55.0,0.0,4,1.25,3.0,1.5,0.5,44989,27274,61.0,53.9,-5464.79,0.75,-0.146,2814.78,49.9,-2666.10,-0.12
55.0,0.0,4,1.25,3.0,2.0,0.6,44989,27274,61.0,53.9,-5331.06,0.76,-0.140,2709.44,49.9,-2638.67,-0.12
55.0,0.0,4,1.25,3.0,2.5,0.8,44989,27274,61.0,53.9,-5576.56,0.74,-0.149,2870.15,49.9,-2721.14,-0.12
55.0,0.0,4,1.25,3.5,0.0,0.0,44989,27274,61.0,54.4,-6258.47,0.71,-0.165,3184.75,50.6,-3084.98,-0.12
55.0,0.0,4,1.25,3.5,1.2,0.4,44989,27274,61.0,54.9,-6499.72,0.68,-0.184,3541.44,50.9,-2966.38,-0.12
55.0,0.0,4,1.25,3.5,1.5,0.5,44989,27274,61.0,54.4,-5313.37,0.76,-0.139,2689.78,50.6,-2640.23,-0.12
55.0,0.0,4,1.25,3.5,2.0,0.6,44989,27274,61.0,54.4,-5180.95,0.77,-0.134,2597.59,50.6,-2612.58,-0.12
55.0,0.0,4,1.25,3.5,2.5,0.8,44989,27274,61.0,54.4,-5439.41,0.75,-0.143,2755.21,50.6,-2699.22,-0.12
55.0,0.0,4,1.5,2.0,1.2,0.4,44989,27274,61.0,52.3,-6976.95,0.63,-0.207,3992.08,47.6,-2996.42,-0.12
55.0,0.0,4,1.5,2.5,1.2,0.4,44989,27274,61.0,53.6,-6860.14,0.65,-0.198,3817.67,49.1,-3050.49,-0.12
55.0,0.0,4,1.5,3.0,0.0,0.0,44989,27274,61.0,52.0,-6272.15,0.73,-0.162,3134.97,47.9,-3151.90,-0.12
55.0,0.0,4,1.5,3.0,1.2,0.4,44989,27274,61.0,54.4,-6644.07,0.66,-0.190,3663.02,50.3,-2988.51,-0.12
55.0,0.0,4,1.5,3.0,1.5,0.5,44989,27274,61.0,52.0,-6705.97,0.69,-0.189,3642.09,47.9,-3074.86,-0.12
55.0,0.0,4,1.5,3.0,2.0,0.6,44989,27274,61.0,52.0,-5258.13,0.78,-0.132,2561.46,47.9,-2717.81,-0.12
55.0,0.0,4,1.5,3.0,2.5,0.8,44989,27274,61.0,52.0,-5426.68,0.77,-0.138,2670.45,47.9,-2775.72,-0.12
55.0,0.0,4,1.5,3.5,0.0,0.0,44989,27274,61.0,52.5,-6146.75,0.74,-0.156,3021.91,48.6,-3138.53,-0.12
55.0,0.0,4,1.5,3.5,1.2,0.4,44989,27274,61.0,54.9,-6499.72,0.68,-0.184,3541.44,50.9,-2966.38,-0.12
55.0,0.0,4,1.5,3.5,1.5,0.5,44989,27274,61.0,52.5,-6573.05,0.70,-0.183,3523.50,48.6,-3060.07,-0.12
55.0,0.0,4,1.8,2.0,1.2,0.4,44989,27274,61.0,52.3,-6960.60,0.64,-0.207,3982.37,47.6,-2989.77,-0.12
55.0,0.0,4,1.8,2.5,1.2,0.4,44989,27274,61.0,53.6,-6856.28,0.65,-0.198,3817.67,49.1,-3046.63,-0.12
55.0,0.0,4,1.8,3.0,1.2,0.4,44989,27274,61.0,54.4,-6644.07,0.66,-0.190,3663.02,50.3,-2988.51,-0.12
55.0,0.0,4,1.8,3.0,1.5,0.5,44989,27274,61.0,52.0,-6705.97,0.69,-0.189,3642.09,47.9,-3074.86,-0.12
55.0,0.0,4,1.8,3.5,1.2,0.4,44989,27274,61.0,54.9,-6499.72,0.68,-0.184,3541.44,50.9,-2966.38,-0.12
55.0,0.0,4,1.8,3.5,1.5,0.5,44989,27274,61.0,52.5,-6573.05,0.70,-0.183,3523.50,48.6,-3060.07,-0.12
55.0,0.0,4,2.0,2.0,1.2,0.4,44989,27274,61.0,52.3,-6953.73,0.64,-0.206,3978.95,47.6,-2986.32,-0.12
55.0,0.0,4,2.0,2.5,1.2,0.4,44989,27274,61.0,53.6,-6848.43,0.65,-0.198,3813.76,49.2,-3042.68,-0.12
55.0,0.0,4,2.0,3.0,1.2,0.4,44989,27274,61.0,54.4,-6639.57,0.66,-0.190,3663.02,50.3,-2984.01,-0.12
55.0,0.0,4,2.0,3.0,1.5,0.5,44989,27274,61.0,52.0,-6697.12,0.69,-0.189,3642.09,47.9,-3066.01,-0.12
55.0,0.0,4,2.0,3.5,1.2,0.4,44989,27274,61.0,54.9,-6494.72,0.68,-0.184,3541.44,51.0,-2961.38,-0.12
55.0,0.0,4,2.0,3.5,1.5,0.5,44989,27274,61.0,52.5,-6568.15,0.70,-0.183,3523.50,48.6,-3055.17,-0.12
55.0,0.3,2,1.5,3.0,2.0,0.6,44989,6313,13.3,59.6,-705.70,0.95,-0.036,343.56,57.0,-552.76,-0.12
55.0,0.3,2,1.8,3.5,2.5,0.8,44989,6313,13.3,57.6,-834.26,0.95,-0.042,417.94,55.0,-655.94,-0.12
55.0,0.3,2,2.0,3.5,2.5,0.8,44989,6313,13.3,55.9,-885.72,0.95,-0.047,434.01,53.2,-689.64,-0.12
55.0,0.5,2,0.7,2.0,2.0,0.6,44989,3305,6.7,76.5,-107.20,0.98,-0.010,86.87,74.4,-86.24,-0.12
55.0,0.5,2,1.0,3.0,1.5,0.5,44989,3305,6.7,71.0,-188.27,0.98,-0.014,114.66,68.5,-157.70,-0.12
55.0,0.5,2,1.5,3.5,2.5,0.8,44989,3305,6.7,62.9,-406.43,0.97,-0.025,188.34,59.4,-354.15,-0.12
55.0,0.5,3,0.7,3.0,2.0,0.6,44989,4349,9.0,79.2,-180.30,0.98,-0.009,97.11,77.1,-153.39,-0.12
55.0,0.5,4,1.0,3.5,2.5,0.8,44989,5085,10.7,71.6,-394.09,0.97,-0.019,197.20,68.9,-331.37,-0.12
55.0,0.5,4,1.5,3.0,2.5,0.8,44989,5085,10.7,60.6,-574.49,0.97,-0.025,226.25,56.7,-491.82,-0.12
55.0,0.8,4,1.8,3.5,2.0,0.6,44989,2627,5.2,60.4,-348.96,0.97,-0.028,166.18,57.6,-303.60,-0.12
55.0,1.0,4,1.25,2.5,0.0,0.0,44989,1864,3.6,68.1,-191.68,0.99,-0.010,58.34,65.2,-179.84,-0.12
55.0,1.0,4,1.8,2.0,2.5,0.8,44989,1864,3.6,53.6,-172.40,0.98,-0.018,78.72,50.1,-152.28,-0.12
55.0,1.0,4,2.0,1.5,2.5,0.8,44989,1864,3.6,45.2,-185.77,0.98,-0.016,64.38,41.1,-167.40,-0.12
60.0,0.0,2,1.8,1.5,0.0,0.0,44989,18167,41.0,45.6,-4227.72,0.71,-0.178,2310.47,40.5,-1933.34,-0.12
60.0,0.0,2,1.8,1.5,2.0,0.6,44989,18167,41.0,45.6,-3918.72,0.73,-0.164,2139.21,40.5,-1796.45,-0.12
60.0,0.0,2,1.8,1.5,2.5,0.8,44989,18167,41.0,45.6,-3775.31,0.74,-0.156,2035.21,40.5,-1759.33,-0.12
60.0,0.0,2,2.0,1.5,0.0,0.0,44989,18167,41.0,44.7,-4224.66,0.72,-0.174,2269.91,39.4,-1973.97,-0.12
60.0,0.0,2,2.0,1.5,2.0,0.6,44989,18167,41.0,44.7,-4537.47,0.68,-0.198,2569.77,39.4,-1981.10,-0.12
60.0,0.0,2,2.0,1.5,2.5,0.8,44989,18167,41.0,44.7,-3841.66,0.75,-0.156,2038.87,39.4,-1824.63,-0.12
60.0,0.0,2,2.0,3.5,2.5,0.8,44989,18167,41.0,50.0,-3219.27,0.82,-0.113,1621.89,46.1,-1759.01,-0.12
60.0,0.0,3,1.8,1.5,0.0,0.0,44989,18167,41.0,45.6,-4227.72,0.71,-0.178,2310.47,40.5,-1933.34,-0.12
60.0,0.0,3,1.8,1.5,2.0,0.6,44989,18167,41.0,45.6,-3918.72,0.73,-0.164,2139.21,40.5,-1796.45,-0.12
60.0,0.0,3,1.8,1.5,2.5,0.8,44989,18167,41.0,45.6,-3775.31,0.74,-0.156,2035.21,40.5,-1759.33,-0.12
60.0,0.0,3,2.0,1.5,0.0,0.0,44989,18167,41.0,44.7,-4224.66,0.72,-0.174,2269.91,39.4,-1973.97,-0.12
60.0,0.0,3,2.0,1.5,2.0,0.6,44989,18167,41.0,44.7,-4537.47,0.68,-0.198,2569.77,39.4,-1981.10,-0.12
60.0,0.0,3,2.0,1.5,2.5,0.8,44989,18167,41.0,44.7,-3841.66,0.75,-0.156,2038.87,39.4,-1824.63,-0.12
60.0,0.0,3,2.0,3.5,2.5,0.8,44989,18167,41.0,50.0,-3219.27,0.82,-0.113,1621.89,46.1,-1759.01,-0.12
60.0,0.0,4,1.8,1.5,0.0,0.0,44989,18167,41.0,45.6,-4227.72,0.71,-0.178,2310.47,40.5,-1933.34,-0.12
60.0,0.0,4,1.8,1.5,2.0,0.6,44989,18167,41.0,45.6,-3918.72,0.73,-0.164,2139.21,40.5,-1796.45,-0.12
60.0,0.0,4,1.8,1.5,2.5,0.8,44989,18167,41.0,45.6,-3775.31,0.74,-0.156,2035.21,40.5,-1759.33,-0.12
60.0,0.0,4,2.0,1.5,0.0,0.0,44989,18167,41.0,44.7,-4224.66,0.72,-0.174,2269.91,39.4,-1973.97,-0.12
60.0,0.0,4,2.0,1.5,2.0,0.6,44989,18167,41.0,44.7,-4537.47,0.68,-0.198,2569.77,39.4,-1981.10,-0.12
60.0,0.0,4,2.0,1.5,2.5,0.8,44989,18167,41.0,44.7,-3841.66,0.75,-0.156,2038.87,39.4,-1824.63,-0.12
60.0,0.0,4,2.0,3.5,2.5,0.8,44989,18167,41.0,50.0,-3219.27,0.82,-0.113,1621.89,46.1,-1759.01,-0.12
60.0,0.3,2,1.0,3.5,1.5,0.5,44989,4214,9.0,69.3,-342.95,0.97,-0.018,167.92,67.0,-291.56,-0.12
60.0,0.3,2,1.25,3.5,2.0,0.6,44989,4214,9.0,64.9,-407.93,0.97,-0.022,190.12,62.6,-345.55,-0.12
60.0,0.5,2,2.0,2.0,2.5,0.8,44989,2242,4.6,49.9,-290.83,0.97,-0.030,146.30,44.9,-247.25,-0.12
60.0,0.5,4,1.25,2.5,1.5,0.5,44989,3386,7.2,63.3,-277.80,0.97,-0.019,143.20,59.0,-234.89,-0.12
60.0,0.5,4,1.8,3.5,0.0,0.0,44989,3386,7.2,59.4,-549.38,0.96,-0.037,260.19,55.5,-465.00,-0.12
60.0,0.8,2,1.25,2.0,0.0,0.0,44989,1095,2.1,65.2,-84.42,0.98,-0.014,63.64,62.3,-74.84,-0.12
60.0,0.8,4,1.0,1.5,2.5,0.8,44989,1793,3.6,64.2,-74.33,0.99,-0.008,43.99,61.3,-65.49,-0.12
60.0,1.0,3,2.0,1.5,2.5,0.8,44989,1027,2.0,43.9,-119.55,0.98,-0.019,57.51,39.3,-107.25,-0.12
60.0,1.0,4,1.25,2.0,1.2,0.4,44989,1261,2.5,65.5,-65.89,0.98,-0.013,59.39,62.5,-55.82,-0.12
65.0,0.3,2,1.0,3.5,2.0,0.6,44989,2968,6.4,70.0,-244.29,0.98,-0.014,116.46,68.4,-215.08,-0.12
65.0,0.3,2,1.8,3.5,2.0,0.6,44989,2968,6.4,58.7,-390.46,0.97,-0.029,187.86,56.3,-332.36,-0.12
65.0,0.5,2,1.25,3.0,1.2,0.4,44989,1693,3.5,68.9,-117.23,0.98,-0.012,70.09,65.4,-104.38,-0.12
65.0,0.5,2,1.5,2.5,1.2,0.4,44989,1693,3.5,66.9,-109.25,0.98,-0.013,70.58,63.0,-95.13,-0.12
65.0,0.5,2,1.5,3.0,1.2,0.4,44989,1693,3.5,68.9,-113.28,0.98,-0.012,70.09,65.6,-100.43,-0.12
65.0,0.5,2,1.8,2.0,1.2,0.4,44989,1693,3.5,64.0,-107.63,0.98,-0.012,61.54,59.3,-94.82,-0.12
65.0,0.5,2,1.8,2.5,1.2,0.4,44989,1693,3.5,66.9,-105.54,0.98,-0.013,70.58,63.2,-91.41,-0.12
65.0,0.5,2,1.8,3.0,1.2,0.4,44989,1693,3.5,69.0,-109.07,0.98,-0.012,70.09,65.8,-96.22,-0.12
65.0,0.5,2,2.0,2.5,1.2,0.4,44989,1693,3.5,66.9,-105.54,0.98,-0.013,70.58,63.2,-91.41,-0.12
65.0,0.5,2,2.0,3.0,1.2,0.4,44989,1693,3.5,69.0,-109.07,0.98,-0.012,70.09,65.8,-96.22,-0.12
65.0,0.5,4,0.8,3.0,2.5,0.8,44989,2429,5.2,76.4,-142.82,0.98,-0.010,75.65,74.2,-127.15,-0.12
65.0,0.8,4,1.25,2.0,1.2,0.4,44989,1358,2.7,64.3,-79.31,0.98,-0.015,70.82,60.1,-66.20,-0.12
65.0,0.8,4,1.5,2.0,1.2,0.4,44989,1358,2.7,64.6,-67.35,0.98,-0.015,70.82,60.9,-54.25,-0.12
65.0,0.8,4,1.5,3.5,1.5,0.5,44989,1358,2.7,66.1,-133.12,0.97,-0.022,105.14,63.5,-114.31,-0.12
65.0,0.8,4,1.8,3.5,1.5,0.5,44989,1358,2.7,66.1,-133.12,0.97,-0.022,105.14,63.5,-114.31,-0.12
65.0,0.8,4,2.0,3.5,1.5,0.5,44989,1358,2.7,66.2,-128.21,0.97,-0.022,105.14,63.7,-109.40,-0.12
70.0,0.3,2,1.5,2.0,2.0,0.6,44989,1963,4.1,56.1,-169.51,0.97,-0.025,126.20,53.6,-136.39,-0.12
70.0,0.3,3,1.0,3.0,1.5,0.5,44989,2242,4.8,68.4,-180.94,0.98,-0.014,93.49,66.3,-159.33,-0.12
70.0,0.3,3,1.25,2.5,1.5,0.5,44989,2242,4.8,62.6,-201.14,0.97,-0.020,116.35,60.0,-171.52,-0.12
70.0,0.3,3,1.5,2.5,2.0,0.6,44989,2242,4.8,58.4,-226.67,0.97,-0.023,132.60,55.6,-192.67,-0.12
70.0,0.3,4,1.5,3.0,2.5,0.8,44989,2434,5.2,60.4,-260.80,0.97,-0.023,139.29,58.8,-223.38,-0.12
70.0,0.8,4,1.5,1.5,2.5,0.8,44989,980,1.9,51.2,-91.86,0.98,-0.014,48.95,46.7,-82.99,-0.12
70.0,1.0,4,1.5,2.0,1.5,0.5,44989,725,1.5,57.9,-64.55,0.98,-0.018,54.17,54.1,-56.53,-0.12
70.0,1.0,4,1.8,2.0,1.5,0.5,44989,725,1.5,58.3,-55.17,0.98,-0.018,54.17,55.2,-47.14,-0.12
75.0,0.3,3,0.7,1.5,1.2,0.4,44989,1455,3.1,69.2,-29.76,0.99,-0.007,35.71,66.7,-23.25,-0.12
75.0,0.3,3,0.7,2.0,1.2,0.4,44989,1455,3.1,73.3,-30.37,0.99,-0.007,39.62,71.6,-23.60,-0.12
75.0,0.8,3,2.0,3.5,0.0,0.0,44989,616,1.2,60.2,-87.78,0.99,-0.012,34.09,58.5,-83.28,-0.12
55.0,0.0,2,0.7,1.5,0.0,0.0,44989,27274,61.0,57.5,-6978.42,0.54,-0.215,4126.13,52.9,-2853.55,-0.13
55.0,0.0,2,0.7,1.5,1.2,0.4,44989,27274,61.0,57.5,-5929.75,0.61,-0.181,3481.73,52.9,-2457.17,-0.13
55.0,0.0,2,0.7,1.5,1.5,0.5,44989,27274,61.0,57.5,-6152.23,0.59,-0.188,3630.89,52.9,-2528.87,-0.13
55.0,0.0,2,0.7,1.5,2.0,0.6,44989,27274,61.0,57.5,-6378.26,0.58,-0.196,3773.53,52.9,-2609.77,-0.13
55.0,0.0,2,0.7,1.5,2.5,0.8,44989,27274,61.0,57.5,-6538.04,0.57,-0.201,3877.39,52.9,-2664.27,-0.13
55.0,0.0,2,0.7,2.0,0.0,0.0,44989,27274,61.0,60.0,-6829.10,0.56,-0.204,3917.33,55.6,-2915.26,-0.13
55.0,0.0,2,0.7,2.0,1.2,0.4,44989,27274,61.0,60.0,-5619.65,0.64,-0.167,3221.90,55.6,-2404.34,-0.13
55.0,0.0,2,0.7,2.0,1.5,0.5,44989,27274,61.0,60.0,-5859.42,0.62,-0.176,3380.40,55.6,-2483.99,-0.13
55.0,0.0,2,0.7,2.0,2.0,0.6,44989,27274,61.0,60.0,-6106.28,0.60,-0.184,3535.56,55.6,-2574.21,-0.13
55.0,0.0,2,0.7,2.0,2.5,0.8,44989,27274,61.0,60.0,-6287.64,0.59,-0.190,3651.40,55.6,-2639.75,-0.13
55.0,0.0,2,0.8,2.0,0.0,0.0,44989,27274,61.0,57.9,-6740.70,0.60,-0.198,3817.25,53.5,-2927.65,-0.13
55.0,0.0,2,0.8,2.0,1.2,0.4,44989,27274,61.0,57.9,-5478.50,0.67,-0.161,3106.20,53.5,-2386.40,-0.13
55.0,0.0,2,0.8,2.0,1.5,0.5,44989,27274,61.0,57.9,-5676.59,0.66,-0.168,3239.32,53.5,-2449.69,-0.13
55.0,0.0,2,0.8,2.0,2.0,0.6,44989,27274,61.0,57.9,-5923.44,0.64,-0.176,3397.80,53.5,-2535.53,-0.13
55.0,0.0,2,0.8,2.0,2.5,0.8,44989,27274,61.0,57.9,-6112.54,0.63,-0.183,3521.88,53.5,-2597.71,-0.13
55.0,0.0,2,0.8,2.5,0.0,0.0,44989,27274,61.0,59.2,-6671.79,0.61,-0.192,3698.21,55.1,-2977.78,-0.13
55.0,0.0,2,0.8,2.5,1.2,0.4,44989,27274,61.0,59.2,-5350.64,0.69,-0.153,2947.80,55.1,-2415.28,-0.13
55.0,0.0,2,0.8,2.5,1.5,0.5,44989,27274,61.0,59.2,-5557.66,0.67,-0.160,3086.44,55.1,-2481.98,-0.13
55.0,0.0,2,0.8,2.5,2.0,0.6,44989,27274,61.0,59.2,-5815.95,0.66,-0.169,3251.43,55.1,-2572.74,-0.13
55.0,0.0,2,0.8,2.5,2.5,0.8,44989,27274,61.0,59.2,-6017.93,0.64,-0.176,3384.26,55.1,-2639.07,-0.13
55.0,0.0,2,0.8,3.0,0.0,0.0,44989,27274,61.0,59.9,-6493.00,0.62,-0.184,3544.59,56.1,-2952.61,-0.13
55.0,0.0,2,0.8,3.0,1.2,0.4,44989,27274,61.0,59.9,-5114.90,0.71,-0.143,2763.04,56.1,-2361.29,-0.13
55.0,0.0,2,0.8,3.0,1.5,0.5,44989,27274,61.0,59.9,-5328.68,0.69,-0.151,2905.52,56.1,-2430.90,-0.13
55.0,0.0,2,0.8,3.0,2.0,0.6,44989,27274,61.0,59.9,-5598.12,0.67,-0.160,3077.54,56.1,-2525.79,-0.13
55.0,0.0,2,0.8,3.0,2.5,0.8,44989,27274,61.0,59.9,-5808.47,0.66,-0.167,3216.76,56.1,-2595.90,-0.13
55.0,0.0,2,0.8,3.5,0.0,0.0,44989,27274,61.0,60.3,-6433.29,0.63,-0.181,3478.35,56.6,-2962.00,-0.13
55.0,0.0,2,0.8,3.5,1.2,0.4,44989,27274,61.0,60.3,-5025.28,0.71,-0.139,2678.25,56.6,-2361.14,-0.13
55.0,0.0,2,0.8,3.5,1.5,0.5,44989,27274,61.0,60.3,-5243.45,0.70,-0.146,2823.15,56.6,-2432.72,-0.13
55.0,0.0,2,0.8,3.5,2.0,0.6,44989,27274,61.0,60.3,-5517.57,0.68,-0.155,2998.38,56.6,-2529.39,-0.13
55.0,0.0,2,0.8,3.5,2.5,0.8,44989,27274,61.0,60.3,-5735.98,0.66,-0.163,3143.42,56.6,-2601.48,-0.13
55.0,0.0,2,1.0,3.0,0.0,0.0,44989,27274,61.0,56.7,-6506.98,0.66,-0.179,3443.56,52.7,-3067.55,-0.13
55.0,0.0,2,1.0,3.0,1.2,0.4,44989,27274,61.0,56.7,-5394.91,0.72,-0.148,2857.65,52.7,-2550.36,-0.13
55.0,0.0,2,1.0,3.0,1.5,0.5,44989,27274,61.0,56.7,-5294.57,0.73,-0.144,2772.78,52.7,-2533.57,-0.13
55.0,0.0,2,1.0,3.0,2.0,0.6,44989,27274,61.0,56.7,-5516.58,0.72,-0.151,2914.56,52.7,-2611.79,-0.13
55.0,0.0,2,1.0,3.0,2.5,0.8,44989,27274,61.0,56.7,-5757.40,0.70,-0.159,3071.92,52.7,-2692.35,-0.13
55.0,0.0,2,1.0,3.5,0.0,0.0,44989,27274,61.0,57.1,-6418.80,0.67,-0.174,3355.47,53.3,-3072.04,-0.13
55.0,0.0,2,1.0,3.5,1.2,0.4,44989,27274,61.0,57.1,-5270.39,0.73,-0.142,2744.61,53.3,-2543.46,-0.13
55.0,0.0,2,1.0,3.5,1.5,0.5,44989,27274,61.0,57.1,-5173.35,0.74,-0.138,2662.40,53.3,-2527.32,-0.13
55.0,0.0,2,1.0,3.5,2.0,0.6,44989,27274,61.0,57.1,-5401.05,0.73,-0.145,2808.06,53.3,-2607.34,-0.13
55.0,0.0,2,1.0,3.5,2.5,0.8,44989,27274,61.0,57.1,-5654.27,0.71,-0.154,2975.31,53.3,-2690.41,-0.13
55.0,0.0,3,0.7,1.5,0.0,0.0,44989,27274,61.0,57.5,-6978.42,0.54,-0.215,4126.13,52.9,-2853.55,-0.13
55.0,0.0,3,0.7,1.5,1.2,0.4,44989,27274,61.0,57.5,-5929.75,0.61,-0.181,3481.73,52.9,-2457.17,-0.13
55.0,0.0,3,0.7,1.5,1.5,0.5,44989,27274,61.0,57.5,-6152.23,0.59,-0.188,3630.89,52.9,-2528.87,-0.13
55.0,0.0,3,0.7,1.5,2.0,0.6,44989,27274,61.0,57.5,-6378.26,0.58,-0.196,3773.53,52.9,-2609.77,-0.13
55.0,0.0,3,0.7,1.5,2.5,0.8,44989,27274,61.0,57.5,-6538.04,0.57,-0.201,3877.39,52.9,-2664.27,-0.13
55.0,0.0,3,0.7,2.0,0.0,0.0,44989,27274,61.0,60.0,-6829.10,0.56,-0.204,3917.33,55.6,-2915.26,-0.13
55.0,0.0,3,0.7,2.0,1.2,0.4,44989,27274,61.0,60.0,-5619.65,0.64,-0.167,3221.90,55.6,-2404.34,-0.13
55.0,0.0,3,0.7,2.0,1.5,0.5,44989,27274,61.0,60.0,-5859.42,0.62,-0.176,3380.40,55.6,-2483.99,-0.13
55.0,0.0,3,0.7,2.0,2.0,0.6,44989,27274,61.0,60.0,-6106.28,0.60,-0.184,3535.56,55.6,-2574.21,-0.13
55.0,0.0,3,0.7,2.0,2.5,0.8,44989,27274,61.0,60.0,-6287.64,0.59,-0.190,3651.40,55.6,-2639.75,-0.13
55.0,0.0,3,0.8,2.0,0.0,0.0,44989,27274,61.0,57.9,-6740.70,0.60,-0.198,3817.25,53.5,-2927.65,-0.13
55.0,0.0,3,0.8,2.0,1.2,0.4,44989,27274,61.0,57.9,-5478.50,0.67,-0.161,3106.20,53.5,-2386.40,-0.13
55.0,0.0,3,0.8,2.0,1.5,0.5,44989,27274,61.0,57.9,-5676.59,0.66,-0.168,3239.32,53.5,-2449.69,-0.13
55.0,0.0,3,0.8,2.0,2.0,0.6,44989,27274,61.0,57.9,-5923.44,0.64,-0.176,3397.80,53.5,-2535.53,-0.13
55.0,0.0,3,0.8,2.0,2.5,0.8,44989,27274,61.0,57.9,-6112.54,0.63,-0.183,3521.88,53.5,-2597.71,-0.13
55.0,0.0,3,0.8,2.5,0.0,0.0,44989,27274,61.0,59.2,-6671.79,0.61,-0.192,3698.21,55.1,-2977.78,-0.13
55.0,0.0,3,0.8,2.5,1.2,0.4,44989,27274,61.0,59.2,-5350.64,0.69,-0.153,2947.80,55.1,-2415.28,-0.13
55.0,0.0,3,0.8,2.5,1.5,0.5,44989,27274,61.0,59.2,-5557.66,0.67,-0.160,3086.44,55.1,-2481.98,-0.13
55.0,0.0,3,0.8,2.5,2.0,0.6,44989,27274,61.0,59.2,-5815.95,0.66,-0.169,3251.43,55.1,-2572.74,-0.13
55.0,0.0,3,0.8,2.5,2.5,0.8,44989,27274,61.0,59.2,-6017.93,0.64,-0.176,3384.26,55.1,-2639.07,-0.13
55.0,0.0,3,0.8,3.0,0.0,0.0,44989,27274,61.0,59.9,-6493.00,0.62,-0.184,3544.59,56.1,-2952.61,-0.13
55.0,0.0,3,0.8,3.0,1.2,0.4,44989,27274,61.0,59.9,-5114.90,0.71,-0.143,2763.04,56.1,-2361.29,-0.13
55.0,0.0,3,0.8,3.0,1.5,0.5,44989,27274,61.0,59.9,-5328.68,0.69,-0.151,2905.52,56.1,-2430.90,-0.13
55.0,0.0,3,0.8,3.0,2.0,0.6,44989,27274,61.0,59.9,-5598.12,0.67,-0.160,3077.54,56.1,-2525.79,-0.13
55.0,0.0,3,0.8,3.0,2.5,0.8,44989,27274,61.0,59.9,-5808.47,0.66,-0.167,3216.76,56.1,-2595.90,-0.13
55.0,0.0,3,0.8,3.5,0.0,0.0,44989,27274,61.0,60.3,-6433.29,0.63,-0.181,3478.35,56.6,-2962.00,-0.13
55.0,0.0,3,0.8,3.5,1.2,0.4,44989,27274,61.0,60.3,-5025.28,0.71,-0.139,2678.25,56.6,-2361.14,-0.13
55.0,0.0,3,0.8,3.5,1.5,0.5,44989,27274,61.0,60.3,-5243.45,0.70,-0.146,2823.15,56.6,-2432.72,-0.13
55.0,0.0,3,0.8,3.5,2.0,0.6,44989,27274,61.0,60.3,-5517.57,0.68,-0.155,2998.38,56.6,-2529.39,-0.13
55.0,0.0,3,0.8,3.5,2.5,0.8,44989,27274,61.0,60.3,-5735.98,0.66,-0.163,3143.42,56.6,-2601.48,-0.13
55.0,0.0,3,1.0,3.0,0.0,0.0,44989,27274,61.0,56.7,-6506.98,0.66,-0.179,3443.56,52.7,-3067.55,-0.13
55.0,0.0,3,1.0,3.0,1.2,0.4,44989,27274,61.0,56.7,-5394.91,0.72,-0.148,2857.65,52.7,-2550.36,-0.13
55.0,0.0,3,1.0,3.0,1.5,0.5,44989,27274,61.0,56.7,-5294.57,0.73,-0.144,2772.78,52.7,-2533.57,-0.13
55.0,0.0,3,1.0,3.0,2.0,0.6,44989,27274,61.0,56.7,-5516.58,0.72,-0.151,2914.56,52.7,-2611.79,-0.13
55.0,0.0,3,1.0,3.0,2.5,0.8,44989,27274,61.0,56.7,-5757.40,0.70,-0.159,3071.92,52.7,-2692.35,-0.13
55.0,0.0,3,1.0,3.5,0.0,0.0,44989,27274,61.0,57.1,-6418.80,0.67,-0.174,3355.47,53.3,-3072.04,-0.13
55.0,0.0,3,1.0,3.5,1.2,0.4,44989,27274,61.0,57.1,-5270.39,0.73,-0.142,2744.61,53.3,-2543.46,-0.13
55.0,0.0,3,1.0,3.5,1.5,0.5,44989,27274,61.0,57.1,-5173.35,0.74,-0.138,2662.40,53.3,-2527.32,-0.13
55.0,0.0,3,1.0,3.5,2.0,0.6,44989,27274,61.0,57.1,-5401.05,0.73,-0.145,2808.06,53.3,-2607.34,-0.13
55.0,0.0,3,1.0,3.5,2.5,0.8,44989,27274,61.0,57.1,-5654.27,0.71,-0.154,2975.31,53.3,-2690.41,-0.13
55.0,0.0,4,0.7,1.5,0.0,0.0,44989,27274,61.0,57.5,-6978.42,0.54,-0.215,4126.13,52.9,-2853.55,-0.13
