min_score,pullback_pct,timeout_bars,tp_pct,sl_pct,trailing_act,trailing_dist,total_signals,filled_trades,fill_rate_pct,win_rate_pct,net_pnl_pct,profit_factor,expectancy_pct,max_dd_pct,oos_win_rate_pct,oos_net_pnl_pct,score_metric
75.0,0.5,2,0.8,1.5,1.5,0.5,44989,864,1.8,71.3,78.99,1.30,0.130,16.60,66.6,6.84,12.89
60.0,0.8,2,1.0,1.5,2.0,0.6,44989,1095,2.1,67.9,113.81,1.28,0.143,19.13,64.7,18.41,12.88
60.0,1.0,3,1.0,3.0,0.0,0.0,44989,1027,2.0,83.1,179.76,1.33,0.164,25.41,84.0,76.00,12.88
70.0,0.8,3,1.0,3.5,2.5,0.8,44989,838,1.6,79.2,108.43,1.37,0.196,26.85,76.6,8.45,12.88
65.0,0.8,4,1.0,3.5,1.5,0.5,44989,1358,2.7,77.8,192.53,1.35,0.194,33.98,75.6,25.98,12.87
65.0,1.0,3,1.25,3.0,2.0,0.6,44989,825,1.6,73.5,142.91,1.31,0.214,27.02,70.7,35.27,12.87
75.0,1.0,2,1.25,2.0,1.2,0.4,44989,353,0.7,69.4,76.07,1.46,0.267,21.09,64.5,18.70,12.85
60.0,0.8,2,1.0,2.0,2.0,0.6,44989,1095,2.1,73.5,160.60,1.33,0.178,26.09,70.2,42.28,12.81
60.0,1.0,4,1.0,1.5,1.2,0.4,44989,1261,2.5,70.9,237.73,1.37,0.183,27.46,70.6,94.61,12.76
75.0,0.5,4,0.8,2.5,1.2,0.4,44989,1121,2.3,77.3,112.82,1.31,0.145,23.37,73.8,6.57,12.75
55.0,1.0,2,1.25,2.5,2.0,0.6,44989,1066,2.1,70.7,144.31,1.32,0.214,30.44,66.7,4.52,12.74
70.0,0.8,4,1.0,2.5,1.2,0.4,44989,980,1.9,73.8,119.13,1.33,0.182,26.12,69.4,7.11,12.73
75.0,0.8,2,1.0,1.5,2.5,0.8,44989,493,0.9,68.4,57.79,1.39,0.188,17.22,63.1,2.36,12.73
60.0,0.8,4,0.8,2.0,2.0,0.6,44989,1793,3.6,81.2,315.44,1.46,0.177,37.11,80.9,115.57,12.71
70.0,1.0,3,1.25,3.0,1.2,0.4,44989,616,1.2,75.3,105.11,1.32,0.205,23.08,73.0,27.60,12.70
70.0,1.0,3,1.5,3.0,1.2,0.4,44989,616,1.2,75.6,112.88,1.32,0.205,23.08,73.8,35.37,12.70
70.0,1.0,3,1.8,3.0,1.2,0.4,44989,616,1.2,75.8,117.07,1.32,0.205,23.08,74.3,39.55,12.70
70.0,1.0,3,2.0,3.0,1.2,0.4,44989,616,1.2,75.8,117.07,1.32,0.205,23.08,74.3,39.55,12.70
55.0,0.8,4,0.8,2.5,2.5,0.8,44989,2627,5.2,83.4,386.92,1.42,0.160,41.59,83.1,124.52,12.69
65.0,1.0,3,1.0,2.0,0.0,0.0,44989,825,1.6,77.9,118.85,1.33,0.155,20.44,77.9,40.52,12.69
75.0,0.8,2,1.25,3.5,1.2,0.4,44989,493,0.9,76.3,88.50,1.40,0.251,25.73,72.7,14.43,12.69
75.0,0.8,2,1.5,3.5,1.2,0.4,44989,493,0.9,76.5,93.01,1.40,0.251,25.73,73.2,18.95,12.69
75.0,0.8,2,1.8,3.5,1.2,0.4,44989,493,0.9,76.5,93.01,1.40,0.251,25.73,73.2,18.95,12.69
75.0,0.8,2,2.0,3.5,1.2,0.4,44989,493,0.9,76.7,98.03,1.40,0.251,25.73,73.7,23.96,12.69
55.0,0.8,3,0.7,2.0,0.0,0.0,44989,2180,4.2,85.1,243.03,1.38,0.118,28.00,85.0,86.18,12.62
55.0,0.8,4,0.7,1.5,2.0,0.6,44989,2627,5.2,78.9,257.72,1.33,0.113,28.02,77.5,72.68,12.54
65.0,1.0,4,1.25,3.5,1.5,0.5,44989,985,2.0,74.2,162.88,1.32,0.218,31.64,71.9,28.69,12.53
60.0,1.0,4,1.0,2.0,1.2,0.4,44989,1261,2.5,75.5,256.87,1.38,0.198,32.46,75.5,101.73,12.50
60.0,0.8,3,0.8,2.5,2.5,0.8,44989,1482,2.9,84.4,281.70,1.48,0.183,36.13,84.6,116.42,12.48
75.0,0.8,2,1.25,3.0,1.2,0.4,44989,493,0.9,74.6,88.52,1.41,0.253,26.19,70.2,13.81,12.42
75.0,0.8,2,1.5,3.0,1.2,0.4,44989,493,0.9,74.8,92.54,1.41,0.253,26.19,70.7,17.82,12.42
75.0,0.8,2,1.8,3.0,1.2,0.4,44989,493,0.9,74.8,92.54,1.41,0.253,26.19,70.7,17.82,12.42
75.0,0.8,2,2.0,3.0,1.2,0.4,44989,493,0.9,75.1,97.05,1.41,0.253,26.19,71.2,22.34,12.42
75.0,0.5,4,0.7,2.0,1.5,0.5,44989,1121,2.3,78.8,110.77,1.34,0.130,21.89,74.9,15.87,12.40
60.0,1.0,2,1.25,2.5,2.0,0.6,44989,744,1.4,70.7,121.53,1.38,0.247,30.40,65.8,9.96,12.35
55.0,1.0,2,1.25,2.5,1.5,0.5,44989,1066,2.1,70.7,137.36,1.31,0.206,30.29,66.7,2.64,12.33
70.0,1.0,2,1.5,3.0,2.0,0.6,44989,460,0.9,67.6,77.23,1.32,0.264,24.24,63.8,2.47,12.32
65.0,0.8,4,1.0,3.5,1.2,0.4,44989,1358,2.7,77.8,192.32,1.34,0.190,34.68,75.6,29.84,12.31
75.0,1.0,2,2.0,1.5,1.5,0.5,44989,353,0.7,58.9,68.79,1.43,0.281,19.60,55.1,8.43,12.27
75.0,0.5,3,0.8,3.0,1.5,0.5,44989,1020,2.1,80.0,110.22,1.35,0.159,26.27,76.4,5.54,12.25
65.0,1.0,3,1.25,3.0,1.5,0.5,44989,825,1.6,73.5,140.38,1.30,0.208,27.69,70.7,35.55,12.24
75.0,1.0,3,1.0,2.0,0.0,0.0,44989,466,0.9,78.1,71.26,1.39,0.177,18.22,77.5,20.97,12.19
75.0,0.5,4,0.8,2.0,1.2,0.4,44989,1121,2.3,74.9,116.24,1.30,0.139,22.65,71.3,14.93,12.18
60.0,0.8,4,0.8,3.5,0.0,0.0,44989,1793,3.6,86.6,268.50,1.46,0.163,38.18,86.6,84.08,12.13
60.0,0.8,3,0.8,3.5,0.0,0.0,44989,1482,2.9,87.9,271.49,1.50,0.174,37.01,88.6,113.82,12.07
65.0,0.8,3,1.0,3.0,2.0,0.6,44989,1147,2.2,76.8,118.82,1.29,0.163,27.20,73.5,4.55,12.07
75.0,0.5,3,0.7,1.5,1.5,0.5,44989,1020,2.1,74.1,67.24,1.26,0.100,15.44,68.9,1.13,12.05
75.0,0.8,4,1.0,2.0,1.5,0.5,44989,712,1.4,71.6,114.34,1.38,0.203,25.33,67.3,24.52,12.04
55.0,0.8,4,0.8,1.5,2.0,0.6,44989,2627,5.2,75.7,268.90,1.29,0.115,28.62,74.5,79.95,12.03
70.0,0.5,2,0.8,1.5,1.5,0.5,44989,1225,2.5,70.7,79.90,1.22,0.101,16.27,66.2,0.20,12.02
60.0,1.0,2,1.25,2.5,1.5,0.5,44989,744,1.4,70.7,117.71,1.37,0.240,30.41,65.8,9.25,12.00
55.0,1.0,4,0.8,2.0,0.0,0.0,44989,1864,3.6,82.0,197.84,1.32,0.118,26.28,81.8,62.94,11.98
60.0,1.0,2,1.25,3.0,1.2,0.4,44989,744,1.4,75.9,112.93,1.43,0.250,34.12,70.9,0.10,11.97
60.0,1.0,2,1.5,3.0,1.2,0.4,44989,744,1.4,76.2,120.71,1.43,0.250,34.12,71.6,7.88,11.97
60.0,1.0,2,1.8,3.0,1.2,0.4,44989,744,1.4,76.3,124.89,1.43,0.250,34.12,71.9,12.06,11.97
60.0,1.0,2,2.0,3.0,1.2,0.4,44989,744,1.4,76.3,124.89,1.43,0.250,34.12,71.9,12.06,11.97
65.0,1.0,4,1.8,3.0,1.2,0.4,44989,985,2.0,74.7,103.94,1.26,0.163,24.82,71.9,3.70,11.97
65.0,1.0,4,2.0,3.0,1.2,0.4,44989,985,2.0,74.7,103.94,1.26,0.163,24.82,71.9,3.70,11.97
70.0,1.0,2,1.25,2.0,2.5,0.8,44989,460,0.9,66.7,72.14,1.37,0.233,22.02,61.6,6.32,11.89
75.0,0.8,2,1.25,2.0,1.5,0.5,44989,493,0.9,67.3,101.05,1.44,0.275,26.98,62.6,20.01,11.89
75.0,0.8,4,1.0,2.0,1.2,0.4,44989,712,1.4,71.6,116.31,1.37,0.201,25.44,67.3,27.22,11.89
55.0,1.0,2,2.0,2.0,1.2,0.4,44989,1066,2.1,71.0,132.11,1.28,0.163,24.54,68.0,25.68,11.88
60.0,1.0,4,1.0,1.5,2.0,0.6,44989,1261,2.5,70.9,214.59,1.34,0.166,26.91,70.6,84.28,11.85
60.0,1.0,3,0.8,1.5,0.0,0.0,44989,1027,2.0,79.0,115.58,1.35,0.123,19.80,78.4,37.68,11.81
60.0,1.0,3,1.0,2.0,2.5,0.8,44989,1027,2.0,76.9,206.99,1.36,0.183,28.76,77.7,91.30,11.81
70.0,0.5,4,0.7,3.5,1.5,0.5,44989,1646,3.5,82.5,152.93,1.34,0.130,29.45,80.4,10.83,11.81
55.0,0.8,4,0.7,2.5,0.0,0.0,44989,2627,5.2,85.9,249.51,1.34,0.108,30.88,85.8,72.36,11.79
75.0,0.8,2,1.25,2.0,2.0,0.6,44989,493,0.9,67.3,99.57,1.45,0.277,27.43,62.6,17.92,11.79
70.0,1.0,3,1.25,3.5,1.5,0.5,44989,616,1.2,74.4,104.07,1.31,0.221,26.65,72.6,20.13,11.77
70.0,0.8,4,0.7,1.5,0.0,0.0,44989,980,1.9,80.3,64.41,1.29,0.092,14.84,78.4,7.73,11.76
70.0,1.0,4,0.7,1.5,0.0,0.0,44989,725,1.5,82.2,77.80,1.44,0.127,18.16,81.0,19.78,11.75
70.0,0.5,2,0.7,1.5,1.5,0.5,44989,1225,2.5,74.9,103.80,1.27,0.103,18.07,71.0,22.15,11.74
60.0,1.0,3,0.8,2.0,0.0,0.0,44989,1027,2.0,83.2,135.06,1.37,0.135,23.07,83.2,49.64,11.72
70.0,0.5,2,0.8,2.5,1.5,0.5,44989,1225,2.5,77.7,106.25,1.27,0.126,23.22,73.8,6.48,11.70
55.0,0.8,3,0.7,2.5,0.0,0.0,44989,2180,4.2,87.1,265.13,1.36,0.115,30.07,87.7,112.06,11.69
70.0,1.0,3,1.25,3.5,2.0,0.6,44989,616,1.2,74.4,105.25,1.31,0.223,27.07,72.6,20.63,11.68
70.0,1.0,3,1.25,3.0,2.5,0.8,44989,616,1.2,73.4,90.58,1.30,0.207,24.89,70.9,12.13,11.66
70.0,1.0,4,1.25,3.5,1.5,0.5,44989,725,1.5,73.8,121.80,1.34,0.239,32.15,71.6,12.51,11.57
70.0,0.8,3,1.0,2.5,1.5,0.5,44989,838,1.6,74.3,122.07,1.34,0.194,28.17,70.5,23.16,11.54
70.0,1.0,4,1.25,3.5,2.0,0.6,44989,725,1.5,73.8,121.79,1.34,0.237,32.00,71.6,13.40,11.53
55.0,0.8,2,1.0,3.5,2.0,0.6,44989,1571,3.0,79.1,176.23,1.32,0.182,38.50,76.6,2.61,11.48
65.0,0.8,3,1.0,3.5,2.5,0.8,44989,1147,2.2,78.7,119.67,1.28,0.156,27.97,76.6,9.82,11.46
55.0,1.0,2,2.0,2.5,1.2,0.4,44989,1066,2.1,73.5,113.03,1.28,0.172,28.11,70.1,0.68,11.42
60.0,0.8,2,1.0,3.5,2.5,0.8,44989,1095,2.1,80.2,137.19,1.33,0.179,32.24,77.4,17.83,11.41
65.0,1.0,4,1.0,2.5,0.0,0.0,44989,985,2.0,79.8,131.54,1.34,0.162,27.21,79.2,32.16,11.39
70.0,0.5,3,0.7,3.5,1.5,0.5,44989,1469,3.0,83.1,157.95,1.37,0.142,31.61,80.6,21.98,11.38
55.0,0.8,2,1.0,3.0,1.5,0.5,44989,1571,3.0,77.6,198.92,1.32,0.184,38.79,75.0,22.70,11.36
55.0,0.8,4,0.8,2.0,2.5,0.8,44989,2627,5.2,81.0,342.97,1.37,0.143,40.69,80.3,107.34,11.35
65.0,0.8,4,1.0,3.0,1.2,0.4,44989,1358,2.7,76.0,140.62,1.28,0.162,31.69,72.7,1.69,11.32
55.0,1.0,4,1.0,2.5,0.0,0.0,44989,1864,3.6,79.1,199.17,1.24,0.121,27.68,79.3,60.06,11.30
75.0,1.0,4,1.25,3.5,1.2,0.4,44989,537,1.1,75.2,73.45,1.32,0.205,24.62,72.3,4.78,11.28
75.0,1.0,4,1.5,3.5,1.2,0.4,44989,537,1.1,75.6,82.23,1.32,0.205,24.62,73.3,13.55,11.28
75.0,1.0,4,1.8,3.5,1.2,0.4,44989,537,1.1,75.6,82.23,1.32,0.205,24.62,73.3,13.55,11.28
75.0,1.0,4,2.0,3.5,1.2,0.4,44989,537,1.1,75.6,82.23,1.32,0.205,24.62,73.3,13.55,11.28
60.0,1.0,4,1.0,2.0,2.0,0.6,44989,1261,2.5,75.5,230.93,1.35,0.180,32.73,75.5,90.11,11.26
65.0,1.0,4,1.0,1.5,0.0,0.0,44989,985,2.0,71.8,88.71,1.25,0.116,17.50,70.3,17.65,11.26
75.0,0.5,3,0.8,2.0,1.5,0.5,44989,1020,2.1,75.3,89.93,1.29,0.132,22.43,70.8,2.71,11.26
65.0,0.5,2,0.7,2.0,1.2,0.4,44989,1693,3.5,78.7,176.54,1.35,0.137,31.72,75.0,24.94,11.25
60.0,0.8,3,0.8,1.5,2.5,0.8,44989,1482,2.9,77.4,205.93,1.36,0.139,27.91,77.1,79.86,11.24
70.0,0.5,2,0.8,2.0,1.5,0.5,44989,1225,2.5,75.5,108.68,1.28,0.129,24.21,71.3,6.69,11.21
70.0,0.5,2,0.7,3.0,2.0,0.6,44989,1225,2.5,83.3,112.22,1.31,0.120,24.53,80.5,17.60,11.18
60.0,0.8,4,0.7,2.0,2.5,0.8,44989,1793,3.6,83.9,251.18,1.44,0.144,35.47,83.6,88.32,11.17
70.0,0.8,3,1.0,2.5,1.2,0.4,44989,838,1.6,74.3,124.30,1.34,0.193,29.02,70.5,25.83,11.17
75.0,1.0,4,1.0,1.5,0.0,0.0,44989,537,1.1,72.8,63.34,1.31,0.139,15.70,71.8,16.83,11.17
75.0,0.5,4,0.8,3.0,1.5,0.5,44989,1121,2.3,79.5,107.65,1.31,0.143,27.14,76.7,2.92,11.15
55.0,0.8,4,0.8,3.5,0.0,0.0,44989,2627,5.2,86.3,351.74,1.43,0.155,47.47,86.3,97.92,11.14
55.0,1.0,4,1.0,1.5,2.5,0.8,44989,1864,3.6,71.1,248.98,1.29,0.142,29.83,70.8,86.06,11.13
75.0,0.8,3,1.0,1.5,1.2,0.4,44989,616,1.2,65.6,72.27,1.31,0.167,19.04,60.6,9.74,11.09
75.0,0.8,3,1.0,2.0,2.0,0.6,44989,616,1.2,72.1,92.36,1.36,0.194,24.35,67.6,19.80,11.08
75.0,0.8,3,1.0,1.5,1.5,0.5,44989,616,1.2,65.6,69.26,1.31,0.165,18.86,60.6,7.44,11.06
70.0,0.5,3,0.7,3.0,1.2,0.4,44989,1469,3.0,81.5,163.42,1.33,0.134,30.23,78.9,34.64,11.04
65.0,0.5,2,0.7,3.0,1.2,0.4,44989,1693,3.5,82.5,199.84,1.36,0.147,36.28,79.7,36.78,11.03
55.0,0.8,2,1.0,3.0,1.2,0.4,44989,1571,3.0,77.6,196.12,1.31,0.180,39.11,75.0,23.73,11.02
70.0,0.5,2,0.7,2.0,1.5,0.5,44989,1225,2.5,79.4,138.69,1.33,0.130,26.01,76.1,35.83,11.01
70.0,0.8,3,1.0,2.0,1.5,0.5,44989,838,1.6,71.6,124.23,1.32,0.177,25.91,67.8,33.96,11.01
75.0,1.0,3,1.25,3.5,1.2,0.4,44989,466,0.9,75.5,67.81,1.35,0.229,26.30,72.0,2.82,10.99
75.0,1.0,3,1.5,3.5,1.2,0.4,44989,466,0.9,76.0,76.59,1.35,0.229,26.30,73.1,11.60,10.99
75.0,1.0,3,1.8,3.5,1.2,0.4,44989,466,0.9,76.0,76.59,1.35,0.229,26.30,73.1,11.60,10.99
75.0,1.0,3,2.0,3.5,1.2,0.4,44989,466,0.9,76.0,76.59,1.35,0.229,26.30,73.1,11.60,10.99
65.0,0.5,2,0.7,3.5,1.5,0.5,44989,1693,3.5,84.1,193.96,1.41,0.157,39.84,81.4,20.16,10.95
60.0,0.8,4,0.8,1.5,2.0,0.6,44989,1793,3.6,76.0,221.58,1.32,0.126,28.63,75.3,79.11,10.94
65.0,1.0,2,1.5,3.0,2.0,0.6,44989,613,1.2,67.9,91.64,1.26,0.222,26.45,64.2,9.48,10.93
55.0,1.0,2,1.8,2.0,1.2,0.4,44989,1066,2.1,70.6,118.35,1.27,0.158,25.94,67.2,15.33,10.88
65.0,1.0,3,1.25,3.5,2.0,0.6,44989,825,1.6,74.8,147.39,1.30,0.208,31.52,73.2,42.67,10.87
75.0,0.5,3,0.8,1.5,1.2,0.4,44989,1020,2.1,70.0,75.01,1.24,0.110,17.93,65.3,2.45,10.83
60.0,1.0,3,0.7,2.0,0.0,0.0,44989,1027,2.0,85.6,116.98,1.39,0.119,22.83,85.5,41.60,10.76
70.0,0.8,3,1.0,2.0,1.2,0.4,44989,838,1.6,71.6,126.42,1.32,0.177,26.47,67.8,36.51,10.74
60.0,1.0,2,2.0,2.0,1.2,0.4,44989,744,1.4,71.2,126.11,1.36,0.206,28.99,67.8,33.09,10.72
75.0,1.0,2,1.25,2.0,2.5,0.8,44989,353,0.7,66.0,49.60,1.35,0.227,20.55,60.9,0.71,10.72
55.0,1.0,3,1.0,2.5,0.0,0.0,44989,1521,2.9,80.8,238.81,1.27,0.137,30.12,82.4,111.60,10.70
65.0,1.0,3,1.25,3.0,2.5,0.8,44989,825,1.6,73.5,106.53,1.26,0.178,27.21,70.7,16.82,10.65
70.0,0.5,2,0.7,3.5,2.5,0.8,44989,1225,2.5,85.0,98.91,1.34,0.123,27.12,82.3,1.54,10.65
55.0,0.8,3,0.8,3.0,0.0,0.0,44989,2180,4.2,86.2,309.83,1.39,0.145,41.93,86.5,116.46,10.61
60.0,0.8,2,1.0,2.5,2.0,0.6,44989,1095,2.1,75.6,125.00,1.27,0.156,28.40,72.6,21.45,10.60
55.0,1.0,3,1.0,1.5,0.0,0.0,44989,1521,2.9,73.3,192.51,1.28,0.127,25.89,73.5,74.47,10.54
60.0,1.0,3,0.7,1.5,0.0,0.0,44989,1027,2.0,81.7,96.43,1.33,0.103,19.12,81.2,31.53,10.52
55.0,0.8,3,0.8,2.0,0.0,0.0,44989,2180,4.2,82.5,267.43,1.36,0.131,36.70,82.3,92.46,10.51
55.0,1.0,3,1.0,2.0,0.0,0.0,44989,1521,2.9,78.0,222.83,1.28,0.135,29.18,79.1,97.78,10.51
65.0,0.8,4,1.0,3.5,2.0,0.6,44989,1358,2.7,77.8,148.58,1.29,0.164,35.09,75.6,8.42,10.49
70.0,1.0,4,1.0,2.0,0.0,0.0,44989,725,1.5,76.4,77.65,1.31,0.145,21.79,75.0,11.56,10.48
75.0,0.8,2,1.25,2.5,1.5,0.5,44989,493,0.9,70.0,86.47,1.39,0.258,29.84,65.7,10.38,10.47
70.0,1.0,2,1.5,2.5,2.0,0.6,44989,460,0.9,64.1,62.07,1.26,0.215,22.12,60.5,1.16,10.41
65.0,1.0,3,1.25,3.5,1.5,0.5,44989,825,1.6,74.8,144.97,1.29,0.203,32.19,73.2,42.84,10.39
75.0,0.8,2,1.25,2.5,2.0,0.6,44989,493,0.9,70.0,85.09,1.39,0.261,30.46,65.7,8.06,10.39
60.0,0.8,4,0.8,2.0,2.5,0.8,44989,1793,3.6,81.2,265.49,1.40,0.152,39.09,80.9,93.71,10.38
75.0,0.5,4,0.7,1.5,1.5,0.5,44989,1121,2.3,74.0,65.98,1.22,0.087,16.38,69.5,2.31,10.34
65.0,0.8,3,1.0,2.5,1.5,0.5,44989,1147,2.2,73.8,113.08,1.24,0.141,26.49,70.6,13.83,10.33
60.0,0.8,4,0.7,3.0,0.0,0.0,44989,1793,3.6,87.3,191.60,1.39,0.122,33.84,87.0,53.55,10.31
60.0,1.0,2,1.8,2.0,1.2,0.4,44989,744,1.4,70.7,112.35,1.35,0.198,28.99,66.8,22.74,10.29
60.0,0.8,2,1.0,3.0,2.5,0.8,44989,1095,2.1,78.5,113.28,1.30,0.165,32.36,75.1,3.88,10.27
70.0,0.5,4,0.7,3.0,1.2,0.4,44989,1646,3.5,80.9,157.75,1.29,0.119,30.46,78.8,27.64,10.27
75.0,1.0,4,1.0,2.0,0.0,0.0,44989,537,1.1,77.1,67.58,1.33,0.154,20.38,76.2,15.92,10.25
65.0,0.5,2,0.7,2.5,1.2,0.4,44989,1693,3.5,80.9,186.34,1.35,0.142,37.16,77.5,29.40,10.23
70.0,0.8,2,1.25,3.5,2.0,0.6,44989,660,1.3,73.6,90.15,1.27,0.197,27.85,71.4,11.76,10.23
70.0,0.5,3,0.8,3.0,1.2,0.4,44989,1469,3.0,78.1,121.12,1.25,0.121,28.31,75.3,5.51,10.15
55.0,0.8,4,0.7,1.5,2.5,0.8,44989,2627,5.2,78.9,200.31,1.27,0.094,28.98,77.5,46.17,10.12
60.0,1.0,2,1.5,3.5,1.2,0.4,44989,744,1.4,77.2,107.66,1.36,0.223,36.20,73.6,7.02,10.11
60.0,1.0,2,1.8,3.5,1.2,0.4,44989,744,1.4,77.3,112.34,1.36,0.223,36.20,74.0,11.71,10.11
60.0,1.0,2,2.0,3.5,1.2,0.4,44989,744,1.4,77.3,112.34,1.36,0.223,36.20,74.0,11.71,10.11
65.0,0.5,2,0.8,3.5,1.2,0.4,44989,1693,3.5,81.0,223.44,1.38,0.174,46.48,78.2,30.77,10.07
70.0,0.8,2,1.25,3.5,1.5,0.5,44989,660,1.3,73.6,90.78,1.26,0.192,27.57,71.4,14.37,10.07
75.0,0.8,4,1.0,2.0,2.0,0.6,44989,712,1.4,71.6,90.26,1.32,0.171,25.60,67.3,14.38,10.07
65.0,0.8,3,1.0,2.5,1.2,0.4,44989,1147,2.2,73.8,113.14,1.23,0.137,26.46,70.6,16.97,10.02
65.0,1.0,2,1.5,2.0,2.0,0.6,44989,613,1.2,61.2,87.46,1.28,0.214,25.36,56.8,8.26,10.00
70.0,1.0,2,1.5,2.0,2.0,0.6,44989,460,0.9,60.4,66.36,1.30,0.229,23.37,55.9,1.50,10.00
70.0,1.0,4,1.25,3.5,1.2,0.4,44989,725,1.5,75.4,93.87,1.27,0.177,28.13,73.5,13.07,9.94
70.0,1.0,4,1.5,3.5,1.2,0.4,44989,725,1.5,75.7,102.65,1.27,0.177,28.13,74.3,21.84,9.94
70.0,1.0,4,1.8,3.5,1.2,0.4,44989,725,1.5,75.9,107.33,1.27,0.177,28.13,74.6,26.53,9.94
70.0,1.0,4,2.0,3.5,1.2,0.4,44989,725,1.5,75.9,107.33,1.27,0.177,28.13,74.6,26.53,9.94
65.0,0.5,3,0.7,3.5,1.2,0.4,44989,2111,4.5,82.1,195.94,1.33,0.134,41.08,79.9,8.14,9.91
60.0,1.0,2,1.5,2.0,1.2,0.4,44989,744,1.4,70.3,102.74,1.33,0.191,28.99,66.1,16.27,9.90
75.0,1.0,2,1.5,3.5,2.0,0.6,44989,353,0.7,70.0,76.48,1.47,0.379,11.22,65.9,-4.97,9.90
55.0,1.0,2,1.25,2.0,2.0,0.6,44989,1066,2.1,66.8,123.14,1.27,0.177,30.72,62.6,7.66,9.88
60.0,0.8,3,0.7,3.0,0.0,0.0,44989,1482,2.9,88.4,194.52,1.40,0.125,32.51,88.9,81.60,9.86
60.0,1.0,2,1.8,2.5,1.2,0.4,44989,744,1.4,73.5,101.13,1.34,0.202,32.35,69.5,9.66,9.82
60.0,1.0,2,2.0,2.5,1.2,0.4,44989,744,1.4,73.7,105.09,1.34,0.202,32.35,69.9,13.62,9.82
60.0,0.8,4,0.7,1.5,2.5,0.8,44989,1793,3.6,79.1,163.15,1.28,0.098,25.95,78.3,52.01,9.76
65.0,1.0,4,1.25,3.5,2.5,0.8,44989,985,2.0,74.2,124.41,1.27,0.185,34.47,71.9,10.83,9.76
75.0,0.8,2,1.8,2.0,1.2,0.4,44989,493,0.9,69.8,100.05,1.40,0.234,28.98,65.7,30.88,9.74
75.0,0.8,2,2.0,2.0,1.2,0.4,44989,493,0.9,70.0,103.57,1.40,0.234,28.98,66.2,34.40,9.74
70.0,0.8,4,1.0,2.0,1.5,0.5,44989,980,1.9,70.6,105.99,1.25,0.143,25.62,66.7,18.08,9.72
55.0,0.8,4,0.8,1.5,2.5,0.8,44989,2627,5.2,75.7,213.94,1.24,0.097,29.81,74.5,55.32,9.71
75.0,0.5,4,0.8,2.0,1.5,0.5,44989,1121,2.3,74.9,85.99,1.25,0.114,23.58,71.3,2.39,9.67
65.0,0.8,3,1.0,2.0,1.5,0.5,44989,1147,2.2,71.2,129.06,1.27,0.149,29.19,67.6,24.25,9.63
70.0,0.5,2,0.7,2.5,2.0,0.6,44989,1225,2.5,81.6,97.92,1.27,0.106,24.94,78.2,14.04,9.60
55.0,0.8,3,0.8,2.5,0.0,0.0,44989,2180,4.2,84.7,289.19,1.34,0.129,40.45,85.2,117.02,9.59
65.0,0.8,3,1.0,1.5,1.5,0.5,44989,1147,2.2,66.0,90.16,1.22,0.120,21.71,62.0,5.93,9.59
60.0,0.8,2,1.0,2.0,2.5,0.8,44989,1095,2.1,73.5,117.03,1.27,0.143,28.08,70.2,22.03,9.58
65.0,1.0,3,1.25,3.0,1.2,0.4,44989,825,1.6,75.2,98.57,1.24,0.153,26.54,72.9,21.29,9.57
65.0,1.0,3,1.5,3.0,1.2,0.4,44989,825,1.6,75.4,106.34,1.24,0.153,26.54,73.5,29.07,9.57
65.0,1.0,3,1.8,3.0,1.2,0.4,44989,825,1.6,75.5,110.53,1.24,0.153,26.54,73.8,33.25,9.57
65.0,1.0,3,2.0,3.0,1.2,0.4,44989,825,1.6,75.5,110.53,1.24,0.153,26.54,73.8,33.25,9.57
70.0,0.5,3,0.7,2.5,1.2,0.4,44989,1469,3.0,79.6,128.21,1.25,0.105,26.71,76.5,27.25,9.56
55.0,1.0,2,1.25,2.0,1.5,0.5,44989,1066,2.1,66.8,116.06,1.26,0.169,30.50,62.6,5.76,9.51
70.0,0.8,3,1.0,2.5,2.0,0.6,44989,838,1.6,74.3,92.82,1.28,0.161,28.32,70.5,11.02,9.50
75.0,0.8,2,1.8,2.5,1.2,0.4,44989,493,0.9,72.6,92.74,1.39,0.236,31.23,68.7,23.06,9.47
75.0,0.8,2,2.0,2.5,1.2,0.4,44989,493,0.9,72.8,96.75,1.39,0.236,31.23,69.2,27.08,9.47
55.0,1.0,2,1.5,2.0,1.2,0.4,44989,1066,2.1,70.1,99.13,1.23,0.138,25.94,66.7,8.87,9.46
65.0,1.0,4,1.25,3.5,1.2,0.4,44989,985,2.0,75.8,106.11,1.23,0.149,29.07,74.1,14.50,9.45
65.0,1.0,4,1.5,3.5,1.2,0.4,44989,985,2.0,76.0,114.89,1.23,0.149,29.07,74.6,23.28,9.45
65.0,1.0,4,1.8,3.5,1.2,0.4,44989,985,2.0,76.1,119.57,1.23,0.149,29.07,74.9,27.96,9.45
65.0,1.0,4,2.0,3.5,1.2,0.4,44989,985,2.0,76.1,119.57,1.23,0.149,29.07,74.9,27.96,9.45
70.0,0.8,2,1.25,3.0,1.5,0.5,44989,660,1.3,71.5,75.66,1.26,0.186,27.97,67.9,1.83,9.44
55.0,0.8,2,1.0,3.0,2.0,0.6,44989,1571,3.0,77.6,152.58,1.27,0.155,39.39,75.0,4.38,9.41
60.0,1.0,2,1.5,2.5,1.2,0.4,44989,744,1.4,73.3,93.80,1.32,0.194,32.35,69.2,5.97,9.40
